luz,jardin,sistema_de_seguridad,conservacion,vidrios_dobles,se_aceptan_mascotas,timestamp,carpinteria_interior,calefaccion,trastero,href,calle_asfaltada,tipo_de_casa,cocina_equipada,agua,emisiones,aire_acondicionado,terraza,armarios_empotrados,actualizacion,superficie,balcon,gastos_de_comunidad,urbanizado,superficie_construida,garaje,consumo,puerta_blindada,adaptado_a_personas_con_movilidad_reducida,identificador,ascensor,superficie_util,nombre,alcantarillado,planta,baños,portero_automatico,exterior,soleado,piscina,calle_alumbrada,precio_m2,precio,lavadero,orientacion,amueblado,interior,habitaciones,gas,tipo_suelo,carpinteria_exterior,superficie_solar,comedor,antiguedad,codigo_postal,ubicacion,agencia,chimenea,telefono
,Si,Si,En buen estado,Si,,2025-02-21 12:22:56,Si,Si,,https://www.pisos.com/alquilar/chalet_unifamiliar-torredembarra_centre-50923156533_519306/,Si,,Si,,Error al procesar emisiones,,Si,Si,2025-02-20,920.0,,,Si,920.0,Si,Error al procesar consumo,Si,,50923156533_519306,,900.0,Chalet unifamiliar en Centre,,,2.0,,,,Si,Si,1.0,1725.0,Si,SIN ESPECIFICAR,,,4.0,,,,980.0,Si,Entre 5 y 10 años,,tarragona,SPAIN REALTY ESTATE,,
,Si,Si,Reformado,Si,No,2025-02-21 12:22:56,Si,,,https://www.pisos.com/alquilar/piso-regueral_prat_en_fores-31707733321_133300/,,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-21,75.0,,,,75.0,Si,Error al procesar consumo,Si,Si,31707733321_133300,Si,67.0,Piso en Carrer de Nostra Senyora del Pilar,,1.0,2.0,Si,Si,Si,Si,,13.0,1025.0,,SUROESTE,Si,,2.0,,Si,Si,,Si,Entre 20 y 30 años,,tarragona,PALMAS 3 CAMBRILS,,
,Si,Si,En buen estado,Si,,2025-02-21 12:22:57,Si,Si,,https://www.pisos.com/alquilar/chalet_unifamiliar-coma_ruga_el_francas-50887392374_519306/,Si,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-20,960.0,,,Si,960.0,Si,Error al procesar consumo,Si,,50887392374_519306,,890.0,Chalet unifamiliar en Coma-ruga-El Francàs,,,2.0,,,,Si,Si,3.0,2900.0,Si,SIN ESPECIFICAR,Si,,4.0,,,,1020.0,Si,Entre 5 y 10 años,,tarragona,SPAIN REALTY ESTATE,,
,Si,Si,En buen estado,Si,,2025-02-21 12:22:57,Si,Si,,https://www.pisos.com/alquilar/chalet_unifamiliar-alcanar_centro_urbano-50858730470_519306/,Si,,Si,,Error al procesar emisiones,,Si,Si,2025-02-20,1060.0,,,Si,1060.0,Si,Error al procesar consumo,Si,,50858730470_519306,,800.0,Chalet unifamiliar en Alcanar,,,3.0,,,,Si,Si,1.0,2090.0,Si,SIN ESPECIFICAR,Si,,6.0,,,,880.0,Si,Entre 5 y 10 años,,tarragona,SPAIN REALTY ESTATE,,
,Si,Si,En buen estado,Si,,2025-02-21 12:22:57,Si,Si,,https://www.pisos.com/alquilar/chalet_unifamiliar-segur_de_dalt_les_brises43882-50835311066_519306/,Si,,Si,,Error al procesar emisiones,,Si,Si,2025-02-20,920.0,,,Si,920.0,Si,Error al procesar consumo,Si,,50835311066_519306,,890.0,Chalet unifamiliar en Segur de Dalt-Les Brises,,,2.0,,,,Si,Si,2.0,1930.0,Si,SIN ESPECIFICAR,Si,,4.0,,,,1000.0,Si,Entre 5 y 10 años,438820.0,tarragona,SPAIN REALTY ESTATE,,
,Si,Si,En buen estado,Si,,2025-02-21 12:22:58,Si,Si,,https://www.pisos.com/alquilar/chalet_pareado-els_munts_platges43830-50879192862_519306/,Si,,Si,,Error al procesar emisiones,,Si,Si,2025-02-20,490.0,,,Si,490.0,Si,Error al procesar consumo,Si,,50879192862_519306,,420.0,Chalet pareado en Els Munts-Platges,,,2.0,,,,Si,Si,3.0,1495.0,,SIN ESPECIFICAR,Si,,3.0,,,,,Si,Entre 5 y 10 años,438300.0,tarragona,SPAIN REALTY ESTATE,,
,Si,Si,En buen estado,Si,,2025-02-21 12:22:58,Si,Si,,https://www.pisos.com/alquilar/chalet_unifamiliar-deltebre_centro_urbano-50852189978_519306/,Si,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-20,900.0,,,Si,900.0,Si,Error al procesar consumo,Si,,50852189978_519306,,880.0,Chalet unifamiliar en Deltebre,,,2.0,,,,Si,Si,2.0,1810.0,Si,SIN ESPECIFICAR,Si,,4.0,,,,1040.0,Si,Entre 5 y 10 años,,tarragona,SPAIN REALTY ESTATE,,
,Si,Si,En buen estado,Si,,2025-02-21 12:22:58,Si,Si,,https://www.pisos.com/alquilar/chalet_unifamiliar-port_horta_de_santa_maria-50924212524_519306/,Si,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-20,850.0,,,Si,850.0,Si,Error al procesar consumo,Si,,50924212524_519306,,820.0,Chalet unifamiliar en Port-Horta de Santa Maria,,,2.0,,,,Si,Si,1.0,1525.0,Si,SIN ESPECIFICAR,Si,,2.0,,,,900.0,Si,Entre 5 y 10 años,,tarragona,SPAIN REALTY ESTATE,,
,Si,Si,En buen estado,,,2025-02-21 12:22:59,Si,Si,,https://www.pisos.com/alquilar/chalet_unifamiliar-alcanar_centro_urbano-50881530160_519306/,Si,,Si,,Error al procesar emisiones,,Si,Si,2025-02-20,860.0,,,Si,860.0,,Error al procesar consumo,Si,,50881530160_519306,,700.0,Chalet unifamiliar en Alcanar,,,3.0,,,,Si,Si,2.0,1760.0,Si,SIN ESPECIFICAR,Si,,4.0,,,,1060.0,Si,Entre 5 y 10 años,,tarragona,SPAIN REALTY ESTATE,,
,Si,,En buen estado,Si,Si,2025-02-21 12:22:59,Si,Si,,https://www.pisos.com/alquilar/chalet-roda_de_bera_centro_urbano-51740095463_399400/,Si,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-17,1037.0,,,Si,1037.0,Si,Error al procesar consumo,Si,Si,51740095463_399400,,198.0,Chalet en Carrer d'Ignasi Iglesias,,,2.0,,,,Si,Si,2.0,2150.0,Si,SUROESTE,Si,,3.0,,Si,Si,739.0,Si,Entre 10 y 20 años,,tarragona,FINCAS LIVING,,
,Si,Si,En buen estado,Si,,2025-02-21 12:22:59,Si,Si,,https://www.pisos.com/alquilar/chalet_unifamiliar-mont_roig_del_camp_miami_platja-50858957109_519306/,Si,,Si,,Error al procesar emisiones,,Si,Si,2025-02-20,920.0,,,Si,920.0,Si,Error al procesar consumo,,,50858957109_519306,,800.0,Chalet unifamiliar en Miami Platja,,,2.0,,,,Si,Si,1.0,1520.0,Si,SIN ESPECIFICAR,Si,,3.0,,,,960.0,Si,Entre 5 y 10 años,,tarragona,SPAIN REALTY ESTATE,,
,Si,,En buen estado,,No,2025-02-21 12:23:00,,,,https://www.pisos.com/alquilar/apartamento-placa_europa_covamar-33347700316_526101/,,,Si,,Error al procesar emisiones,,Si,Si,2024-01-08,70.0,,,,70.0,,Error al procesar consumo,,Si,33347700316_526101,Si,60.0,"Apartamento en Carrer de Burguera, 4",,1.0,1.0,Si,Si,Si,Si,,17.0,1200.0,,SIN ESPECIFICAR,Si,,2.0,,Si,Si,,Si,Entre 30 y 50 años,,tarragona,FINCAS JAIME I,,
,Si,Si,En buen estado,Si,,2025-02-21 12:23:00,Si,Si,,https://www.pisos.com/alquilar/chalet_unifamiliar-cunit_centro_urbano-50930158973_519306/,Si,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-20,1060.0,,,Si,1060.0,Si,Error al procesar consumo,Si,,50930158973_519306,,910.0,Chalet unifamiliar en Cunit,,,3.0,,,,Si,Si,2.0,2130.0,Si,SIN ESPECIFICAR,Si,,5.0,,,,1200.0,Si,Entre 5 y 10 años,,tarragona,SPAIN REALTY ESTATE,,
,Si,Si,En buen estado,Si,,2025-02-21 12:23:00,Si,Si,,https://www.pisos.com/alquilar/chalet_unifamiliar-salou_centre-50914306466_519306/,Si,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-20,840.0,,,Si,840.0,,Error al procesar consumo,Si,,50914306466_519306,,820.0,Chalet unifamiliar en Centre,,,2.0,,,,Si,Si,2.0,2010.0,Si,SIN ESPECIFICAR,Si,,4.0,,,,890.0,Si,Entre 5 y 10 años,,tarragona,SPAIN REALTY ESTATE,,
,Si,Si,En buen estado,Si,,2025-02-21 12:23:03,Si,Si,,https://www.pisos.com/alquilar/chalet_adosado-cunit_centro_urbano-50889444969_519306/,Si,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-20,800.0,,,Si,800.0,Si,Error al procesar consumo,Si,,50889444969_519306,,760.0,Chalet adosado en Cunit,,,1.0,,,,Si,Si,1.0,1450.0,,SIN ESPECIFICAR,Si,,2.0,,,,,Si,Entre 5 y 10 años,,tarragona,SPAIN REALTY ESTATE,,
,Si,Si,En buen estado,Si,,2025-02-21 12:23:03,Si,Si,,https://www.pisos.com/alquilar/chalet_unifamiliar-roda_de_bera_centro_urbano-50859077635_519306/,Si,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-20,980.0,,,Si,980.0,Si,Error al procesar consumo,Si,,50859077635_519306,,890.0,Chalet unifamiliar en Roda de Berà,,,2.0,,,,Si,Si,2.0,2385.0,Si,SIN ESPECIFICAR,Si,,4.0,,,,1120.0,Si,Entre 5 y 10 años,,tarragona,SPAIN REALTY ESTATE,,
,Si,Si,En buen estado,Si,,2025-02-21 12:23:03,Si,Si,,https://www.pisos.com/alquilar/chalet_unifamiliar-torredembarra_centre-50900094367_519306/,Si,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-20,960.0,,,Si,960.0,Si,Error al procesar consumo,Si,,50900094367_519306,,945.0,Chalet unifamiliar en Centre,,,2.0,,,,Si,Si,1.0,1700.0,Si,SIN ESPECIFICAR,Si,,3.0,,,,985.0,Si,Entre 5 y 10 años,,tarragona,SPAIN REALTY ESTATE,,
,,,En buen estado,,No,2025-02-21 12:23:03,Si,Si,,https://www.pisos.com/alquilar/apartamento-platja_dels_capellans_zona_turistica-33347344484_526101/,,,Si,,Error al procesar emisiones,Si,Si,Si,2023-09-27,70.0,,,,70.0,Si,Error al procesar consumo,Si,Si,33347344484_526101,Si,60.0,"Apartamento en Carrer de Valls, 19",,5.0,1.0,Si,Si,Si,Si,,15.0,1100.0,,SIN ESPECIFICAR,Si,,2.0,,Si,Si,,Si,Entre 30 y 50 años,,tarragona,FINCAS JAIME I,,
,Si,Si,En buen estado,Si,,2025-02-21 12:23:04,Si,Si,,https://www.pisos.com/alquilar/chalet_unifamiliar-ametlla_de_mar_centro_urbano-50858848558_519306/,Si,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-20,1000.0,,,Si,1000.0,Si,Error al procesar consumo,Si,,50858848558_519306,,950.0,Chalet unifamiliar en L´Ametlla de Mar,,,2.0,,,,Si,Si,1.0,1980.0,,SIN ESPECIFICAR,Si,,4.0,,,,1080.0,Si,Entre 5 y 10 años,,tarragona,SPAIN REALTY ESTATE,,
,Si,Si,En buen estado,Si,,2025-02-21 12:23:05,Si,Si,,https://www.pisos.com/alquilar/chalet_unifamiliar-calafell_poble-50875440930_519306/,Si,,Si,,Error al procesar emisiones,,Si,Si,2025-02-20,1010.0,,,Si,1010.0,Si,Error al procesar consumo,Si,,50875440930_519306,,965.0,Chalet unifamiliar en Calafell Poble,,,3.0,,,,Si,Si,1.0,1960.0,Si,SIN ESPECIFICAR,Si,,5.0,,,,1090.0,Si,Entre 5 y 10 años,,tarragona,SPAIN REALTY ESTATE,,
,Si,,En buen estado,Si,No,2025-02-21 12:23:05,Si,Si,,https://www.pisos.com/alquilar/piso-platja_dels_capellans_zona_turistica-33354392079_526101/,,,Si,,"G, G",Si,Si,Si,2024-01-08,80.0,,,,80.0,Si,"G, G",Si,Si,33354392079_526101,Si,70.0,Piso en Carrer de Valls,,5.0,1.0,Si,Si,Si,,,16.0,1300.0,,SIN ESPECIFICAR,Si,,2.0,,Si,Si,,Si,Entre 30 y 50 años,,tarragona,FINCAS JAIME I,,
,Si,Si,En buen estado,Si,,2025-02-21 12:23:06,Si,Si,,https://www.pisos.com/alquilar/chalet_unifamiliar-torredembarra_centre-50920093784_519306/,Si,,Si,,Error al procesar emisiones,,Si,Si,2025-02-20,880.0,,,Si,880.0,Si,Error al procesar consumo,Si,,50920093784_519306,,800.0,Chalet unifamiliar en Centre,,,2.0,,,,Si,Si,2.0,2110.0,Si,SIN ESPECIFICAR,Si,,4.0,,,,930.0,,Entre 5 y 10 años,,tarragona,SPAIN REALTY ESTATE,,
,Si,Si,En buen estado,Si,,2025-02-21 12:23:06,Si,Si,,https://www.pisos.com/alquilar/chalet_unifamiliar-salou_centre-50873501937_519306/,Si,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-20,840.0,,,Si,840.0,Si,Error al procesar consumo,,,50873501937_519306,,780.0,Chalet unifamiliar en Centre,,,3.0,,,,Si,Si,2.0,2495.0,Si,SIN ESPECIFICAR,Si,,4.0,,,,900.0,Si,Entre 5 y 10 años,,tarragona,SPAIN REALTY ESTATE,,
,Si,Si,Reformado,Si,,2025-02-21 12:23:07,Si,,,https://www.pisos.com/alquilar/casa_adosada-urbanizacion_bera-51673438709_399400/,Si,Adosada,Si,,Error al procesar emisiones,,Si,Si,2025-02-19,120.0,,,Si,120.0,,Error al procesar consumo,Si,Si,51673438709_399400,,110.0,Casa adosada en Carrer de Manelic,,,2.0,,,,Si,Si,15.0,1850.0,Si,SURESTE,Si,,3.0,Si,,Si,30.0,Si,Entre 10 y 20 años,,tarragona,FINCAS LIVING,Si,
,Si,Si,En buen estado,Si,,2025-02-21 12:23:07,Si,Si,,https://www.pisos.com/alquilar/chalet_unifamiliar-ametlla_de_mar_centro_urbano-50846524849_519306/,Si,,Si,,Error al procesar emisiones,,Si,Si,2025-02-20,1020.0,,,Si,1020.0,Si,Error al procesar consumo,Si,,50846524849_519306,,960.0,Chalet unifamiliar en L´Ametlla de Mar,,,2.0,,,,Si,Si,1.0,1820.0,Si,SIN ESPECIFICAR,Si,,5.0,,,,1180.0,Si,Entre 5 y 10 años,,tarragona,SPAIN REALTY ESTATE,,
,Si,Si,En buen estado,Si,,2025-02-21 12:23:07,Si,Si,,https://www.pisos.com/alquilar/chalet_unifamiliar-ametlla_de_mar_centro_urbano-50919648581_519306/,Si,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-20,860.0,,,Si,860.0,Si,Error al procesar consumo,Si,,50919648581_519306,,800.0,Chalet unifamiliar en L´Ametlla de Mar,,,1.0,,,,Si,Si,1.0,1655.0,,SIN ESPECIFICAR,Si,,3.0,,,,1030.0,Si,Entre 5 y 10 años,,tarragona,SPAIN REALTY ESTATE,,
,Si,Si,En buen estado,Si,,2025-02-21 12:23:07,Si,Si,,https://www.pisos.com/alquilar/chalet_unifamiliar-deltebre_centro_urbano-50870134291_519306/,Si,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-20,800.0,,,Si,800.0,Si,Error al procesar consumo,Si,,50870134291_519306,,780.0,Chalet unifamiliar en Deltebre,,,2.0,,,,Si,Si,1.0,1460.0,Si,SIN ESPECIFICAR,Si,,3.0,,,,960.0,Si,Entre 5 y 10 años,,tarragona,SPAIN REALTY ESTATE,,
,Si,Si,En buen estado,Si,,2025-02-21 12:23:07,Si,Si,,https://www.pisos.com/alquilar/chalet_unifamiliar-ametlla_de_mar_centro_urbano-50931141345_519306/,Si,,Si,,Error al procesar emisiones,,Si,Si,2025-02-20,1000.0,,,Si,1000.0,Si,Error al procesar consumo,Si,,50931141345_519306,,850.0,Chalet unifamiliar en L´Ametlla de Mar,,,4.0,,,,Si,Si,2.0,2350.0,Si,SIN ESPECIFICAR,Si,,8.0,,,,1060.0,Si,Entre 5 y 10 años,,tarragona,SPAIN REALTY ESTATE,,
,Si,Si,En buen estado,Si,,2025-02-21 12:23:08,Si,Si,,https://www.pisos.com/alquilar/chalet_adosado-salou_platja_de_llevant-50925685160_519306/,Si,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-20,300.0,,,Si,300.0,Si,Error al procesar consumo,Si,,50925685160_519306,,220.0,Chalet adosado en Platja de Llevant,,,2.0,,,,Si,Si,4.0,1310.0,Si,SIN ESPECIFICAR,Si,,3.0,,,,,Si,Entre 5 y 10 años,,tarragona,SPAIN REALTY ESTATE,,
,Si,,En buen estado,Si,,2025-02-21 12:23:08,Si,Si,,https://www.pisos.com/alquilar/chalet_unifamiliar-ametlla_de_mar_centro_urbano-50912782518_519306/,Si,,Si,,Error al procesar emisiones,Si,Si,,2025-02-20,1000.0,,,Si,1000.0,Si,Error al procesar consumo,Si,,50912782518_519306,,910.0,Chalet unifamiliar en L´Ametlla de Mar,,,2.0,,,,Si,Si,2.0,2130.0,Si,SIN ESPECIFICAR,Si,,5.0,,,,1060.0,Si,Entre 5 y 10 años,,tarragona,SPAIN REALTY ESTATE,,
,Si,,Reformado,Si,,2025-02-21 12:23:08,,,,https://www.pisos.com/alquilar/casa_adosada-roda_de_bera_centro_urbano-50931669756_399400/,Si,Adosada,,,Error al procesar emisiones,,Si,Si,2025-02-18,180.0,,,Si,180.0,,Error al procesar consumo,Si,,50931669756_399400,,170.0,Casa adosada en calle  Rosella,,,2.0,,,,Si,Si,8.0,1500.0,,SUR,Si,,2.0,Si,Si,Si,40.0,Si,,,tarragona,FINCAS LIVING,Si,
,Si,,En buen estado,,Si,2025-02-21 12:23:09,Si,,,https://www.pisos.com/alquilar/chalet-mas_borras_el_nou_vendrell-51711344668_399400/,Si,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-21,616.0,,,Si,616.0,Si,Error al procesar consumo,Si,,51711344668_399400,,194.0,Chalet en Carrer Crepuscle,,,2.0,,,,Si,Si,3.0,2100.0,Si,SURESTE,Si,,4.0,,Si,Si,459.0,Si,Entre 10 y 20 años,,tarragona,FINCAS LIVING,,
,Si,Si,En buen estado,Si,,2025-02-21 12:23:09,Si,Si,,https://www.pisos.com/alquilar/chalet_unifamiliar-mont_roig_del_camp_miami_platja-50916619719_519306/,Si,,Si,,Error al procesar emisiones,,Si,Si,2025-02-20,950.0,,,Si,950.0,Si,Error al procesar consumo,Si,,50916619719_519306,,890.0,Chalet unifamiliar en Miami Platja,,,3.0,,,,Si,Si,2.0,2035.0,Si,SIN ESPECIFICAR,Si,,8.0,,,,1010.0,Si,Entre 5 y 10 años,,tarragona,SPAIN REALTY ESTATE,,
,Si,Si,Reformado,,No,2025-02-21 12:23:12,,Si,,https://www.pisos.com/alquilar/apartamento-platja_dels_capellans_zona_turistica-47593602432_526101/,,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-20,60.0,,,,60.0,,Error al procesar consumo,Si,Si,47593602432_526101,Si,50.0,"Apartamento en Carrer de Saragossa, 26",,1.0,1.0,Si,Si,Si,Si,,10.0,650.0,,NORESTE,Si,,2.0,,Si,Si,,Si,Más de 50 años,,tarragona,FINCAS JAIME I,,
,Si,Si,En buen estado,Si,,2025-02-21 12:23:12,Si,Si,,https://www.pisos.com/alquilar/chalet_unifamiliar-ametlla_de_mar_centro_urbano-50873412859_519306/,Si,,Si,,Error al procesar emisiones,,Si,Si,2025-02-20,780.0,,,Si,780.0,Si,Error al procesar consumo,Si,,50873412859_519306,,600.0,Chalet unifamiliar en L´Ametlla de Mar,,,2.0,,,,Si,Si,2.0,1635.0,Si,SIN ESPECIFICAR,Si,,3.0,,,,935.0,Si,Entre 5 y 10 años,,tarragona,SPAIN REALTY ESTATE,,
,,,En buen estado,,No,2025-02-21 12:23:20,,Si,,https://www.pisos.com/alquilar/loft-sol_barrio28013-39265841354_527206/,,,Si,,"B, B",Si,,,2025-02-21,205.0,Si,,,205.0,,"B, B",,,39265841354_527206,Si,205.0,"Loft en calle de Las Navas de Tolosa, 9",,1.0,3.0,,Si,,,,18.0,3700.0,Si,OESTE,Si,,2.0,,Si,,,Si,Más de 50 años,280130.0,madrid_capital_zona_urbana,FOR YOU RENTALS,,
,,,Reformado,,No,2025-02-21 12:23:22,,Si,,https://www.pisos.com/alquilar/estudio-numancia28038-39198640641_527206/,,,Si,,"B, B",,,,2025-02-21,40.0,,,,40.0,,"B, B",,,39198640641_527206,,40.0,"Estudio en calle de San Florencio, 5",,0.0,1.0,,Si,,,,28.0,1150.0,Si,OESTE,,,1.0,,Si,,,Si,Más de 50 años,280380.0,madrid_capital_zona_urbana,FOR YOU RENTALS,,
,,,A estrenar,,,2025-02-21 12:23:39,,Si,,https://www.pisos.com/alquilar/piso-centro_palacio28013-40005870390_996542/,,,Si,,Error al procesar emisiones,Si,,,2025-02-21,35.0,,,,35.0,,Error al procesar consumo,,,40005870390_996542,Si,31.0,Piso en calle del Río,,1.0,1.0,,Si,,,,62.0,2190.0,,NORTE,Si,,1.0,,Si,Si,,,Menos de 5 años,280130.0,madrid_capital_zona_urbana,DIPLOMATIC REAL ESTATE,,
,,,Reformado,,Si,2025-02-21 12:24:01,,Si,,https://www.pisos.com/alquilar/estudio-ciudad_lineal_quintana-38401942335_527206/,,,Si,,"B, B",Si,,,2025-02-11,30.0,,,,30.0,,"B, B",,,38401942335_527206,,30.0,"Estudio en Pasaje de la Virgen de la Alegría, 14",,1.0,1.0,,Si,,,,50.0,1500.0,Si,OESTE,Si,,1.0,,Si,,,Si,Menos de 5 años,,madrid_capital_zona_urbana,FOR YOU RENTALS,,
,,Si,Reformado,Si,No,2025-02-21 12:24:09,Si,Si,,https://www.pisos.com/alquilar/casa-tetuan_almenara28029-50899689584_992227/,,,Si,,"E, D",Si,,Si,2025-01-11,40.0,,,,40.0,,"E, D",Si,,50899689584_992227,,38.0,Casa en calle de San Leopoldo,,,1.0,,,,,,25.0,1000.0,,SUR,,,1.0,,Si,Si,,,Más de 50 años,280290.0,madrid_capital_zona_urbana,J.F. GESTION INMOBILIARIA,,
,,,En buen estado,,No,2025-02-21 12:24:27,,Si,,https://www.pisos.com/alquilar/piso-chamartin_hispanoamerica28016-51753691860_529118/,,,Si,,Error al procesar emisiones,Si,,Si,2025-02-13,140.0,,,,140.0,,Error al procesar consumo,,Si,51753691860_529118,Si,130.0,Piso en calle de Rodríguez Marín,,7.0,2.0,,Si,Si,,,24.0,3450.0,,SIN ESPECIFICAR,Si,,3.0,,,,,Si,Más de 50 años,280160.0,madrid_capital_zona_urbana,paKTum,,
,,,En buen estado,,Si,2025-02-21 12:24:27,,Si,,https://www.pisos.com/alquilar/apartamento-gaztambide28015-39252028451_527206/,,,Si,,"B, B",Si,Si,,2025-02-11,67.0,,,,67.0,,"B, B",,Si,39252028451_527206,,67.0,"Apartamento en calle de Donoso Cortés, 56",,0.0,1.0,,Si,,,,37.0,2500.0,Si,OESTE,Si,,3.0,,Si,,,Si,Más de 50 años,280150.0,madrid_capital_zona_urbana,FOR YOU RENTALS,,
,,,En buen estado,,Si,2025-02-21 12:24:29,,Si,,https://www.pisos.com/alquilar/duplex-valdezarza28035-40901566427_527206/,,,Si,,"B, B",Si,,,2025-02-11,40.0,,,,40.0,,"B, B",,,40901566427_527206,Si,40.0,"Dúplex en calle de San Martín de Porres, 41",,0.0,1.0,,Si,,Si,,37.0,1500.0,,OESTE,Si,,2.0,,Si,,,Si,Más de 50 años,280350.0,madrid_capital_zona_urbana,FOR YOU RENTALS,,
,,,Reformado,,Si,2025-02-21 12:24:37,,,,https://www.pisos.com/alquilar/apartamento-bellas_vistas28039-39229612489_527206/,,,Si,,"B, B",Si,,,2025-02-11,58.0,,,,58.0,,"B, B",,,39229612489_527206,Si,58.0,"Apartamento en calle de Topete, 11",,1.0,1.0,,Si,,,,44.0,2600.0,Si,OESTE,Si,,3.0,,Si,,,Si,Más de 50 años,280390.0,madrid_capital_zona_urbana,FOR YOU RENTALS,,
,,,Reformado,,Si,2025-02-21 12:24:37,,Si,,https://www.pisos.com/alquilar/duplex-chamberi_almagro28003-39191654458_527206/,,,Si,,"B, B",Si,Si,Si,2025-02-11,180.0,Si,,,180.0,,"B, B",,,39191654458_527206,Si,180.0,"Dúplex en calle de Max Aub, 5",,7.0,2.0,,Si,,,,23.0,4200.0,Si,OESTE,Si,,4.0,,Si,,,Si,Entre 30 y 50 años,280030.0,madrid_capital_zona_urbana,FOR YOU RENTALS,,
,,,Reformado,,Si,2025-02-21 12:24:38,,Si,,https://www.pisos.com/alquilar/apartamento-bellas_vistas28039-39173847142_527206/,,,Si,,"B, B",Si,,Si,2025-02-20,58.0,Si,,,58.0,,"B, B",,,39173847142_527206,,58.0,"Apartamento en calle de Garellano, 3",,1.0,1.0,,Si,,,,39.0,2300.0,Si,OESTE,Si,,2.0,,Si,,,Si,Más de 50 años,280390.0,madrid_capital_zona_urbana,FOR YOU RENTALS,,
,,,En buen estado,,Si,2025-02-21 12:24:39,,,,https://www.pisos.com/alquilar/apartamento-universidad_malasana28004-40933041284_527206/,,,Si,,"B, B",,,,2025-02-11,152.0,,,,152.0,,"B, B",,,40933041284_527206,,152.0,"Apartamento en calle de Velarde, 13",,2.0,2.0,,Si,,,,23.0,3600.0,,OESTE,Si,,4.0,,Si,,,Si,Más de 50 años,280040.0,madrid_capital_zona_urbana,FOR YOU RENTALS,,
,,,Reformado,,,2025-02-21 12:24:40,,Si,,https://www.pisos.com/alquilar/apartamento-chamberi_almagro28010-40846279329_527206/,,,Si,,"B, B",Si,,,2025-02-11,87.0,,,,87.0,,"B, B",,,40846279329_527206,Si,87.0,"Apartamento en calle de la Santísima Trinidad, 19",,8.0,1.0,,Si,,,,24.0,2100.0,,OESTE,Si,,1.0,,Si,,,Si,Más de 50 años,280100.0,madrid_capital_zona_urbana,FOR YOU RENTALS,,
,,,Reformado,Si,,2025-02-21 12:24:48,Si,Si,,https://www.pisos.com/alquilar/apartamento-salamanca_castellana28006-50016795078_996580/,,,Si,,Error al procesar emisiones,Si,,Si,2025-02-08,80.0,,,,80.0,,Error al procesar consumo,Si,,50016795078_996580,Si,74.0,Apartamento en calle Lagasca,,4.0,1.0,Si,,,,,29.0,2390.0,,SIN ESPECIFICAR,Si,Si,2.0,Si,Si,Si,,Si,,280060.0,madrid_capital_zona_urbana,PRESIDENCE,,
,,,En buen estado,,No,2025-02-21 12:24:58,,Si,,https://www.pisos.com/alquilar/apartamento-cortes_huertas28012-50000986128_996580/,,,Si,,Error al procesar emisiones,Si,,Si,2025-02-08,147.0,Si,,,147.0,,Error al procesar consumo,Si,,50000986128_996580,,139.0,Apartamento en calle de Atocha,,2.0,1.0,Si,Si,,,,19.0,2890.0,,SIN ESPECIFICAR,Si,,6.0,,Si,Si,,Si,Menos de 5 años,280120.0,madrid_capital_zona_urbana,PRESIDENCE,,
,,,Reformado,,No,2025-02-21 12:25:01,,Si,,https://www.pisos.com/alquilar/estudio-justicia_chueca28004-50050215109_992227/,,,Si,,Error al procesar emisiones,,,Si,2025-01-04,27.0,,,,27.0,,Error al procesar consumo,Si,,50050215109_992227,Si,27.0,Estudio en Justicia-Chueca,,0.0,1.0,,,,,,42.0,1150.0,,ESTE,Si,Si,,,Si,Si,,,Más de 50 años,280040.0,madrid_capital_zona_urbana,J.F. GESTION INMOBILIARIA,,
,,,Reformado,Si,No,2025-02-21 12:25:21,Si,Si,,https://www.pisos.com/alquilar/piso-sol_barrio28013-50092036489_996580/,,,Si,,Error al procesar emisiones,Si,,Si,2025-02-08,167.0,Si,,,167.0,,Error al procesar consumo,,,50092036489_996580,,150.0,Piso en calle del Carmen,,3.0,2.0,,Si,Si,,,18.0,3170.0,,SIN ESPECIFICAR,Si,,3.0,,Si,Si,,Si,,280130.0,madrid_capital_zona_urbana,PRESIDENCE,,
