nombre,agencia,precio_m2,precio,superficie,href,actualizacion,consumo,emisiones,zona,Superficie construida,Superficie solar,Baños,Antigüedad,Referencia,Superficie útil,Habitaciones,Planta,Armarios empotrados,Tipo suelo,Aire acondicionado,Calefacción,Comedor,Ascensor,Terraza,Agua,Puerta blindada,Jardín,Cocina equipada,Lavadero,Orientación,Exterior,Conservación,Gastos de comunidad,Carpintería interior,Carpintería exterior,Portero automático,Adaptado a personas con movilidad reducida,Balcón,Soleado,Se aceptan mascotas,Amueblado,Tipo de casa,Garaje,Sistema de seguridad,Piscina,Chimenea,Vidrios dobles,Gas,Trastero,Teléfono,Interior,Urbanizado,Calle alumbrada,Calle asfaltada
Dúplex en La Salut-Lloreda-Sistrells,MONAPART,3.173 €/m²,365.000 €,115 m²,https://www.pisos.com/comprar/duplex-la_salut_lloreda_sistrells08914-5021783859_109700/,Anuncio actualizado el 10/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),115 m²,,2,,IF76872-MC0012-4414,,3,4ª,,Gres,,,,,N/A,,,,,,,,A estrenar,,,PVC,,,N/A,,,,,,,,,,,,,,,,
Piso en Centre,Engel & Völkers MMC Barcelona,5.009 €/m²,551.000 €,110 m²,https://www.pisos.com/comprar/piso-badalona_centre08911-4871474328_109700/,Anuncio actualizado el 28/01/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),110 m²,,2,,IF76306-D-000MEU,,3,,2,Gres,Frío y calor,,,,N/A,,,,N/A,,Al mar,,A estrenar,,,,N/A,,N/A,,,,,,,,,,,,,,,,
"Piso en Rambla de Sant Joan, 90",PREMIER ESPAÑA,4.454 €/m²,441.000 €,99 m²,https://www.pisos.com/comprar/piso-badalona_centre08912-5266335099_109700/,Anuncio actualizado el 18/02/2025,"A, A","A, A",badalona (BCN),99 m²,,2,,4992912-0,,3,,,,,,,,N/A,,,,,,,,A estrenar,,,,,,,,,,,,,,,,,,,,,,
Piso en Morera-Pomar,GERMA JULI,3.713 €/m²,252.500 €,68 m²,https://www.pisos.com/comprar/piso-morera_pomar08915-49254205095_994242/,Anuncio actualizado el 20/02/2025,"E, E","E, E",badalona (BCN),68 m²,,1,Más de 50 años,994242-1040,68 m²,3,2ª,1,Parquet,,,N/A,N/A,,,,,N/A,N/A,,,En buen estado,,,Aluminio,,,N/A,,,,,,,,,N/A,,,,,,,
Piso en La Salut-Lloreda-Sistrells,GERMA JULI,2.450 €/m²,250.000 €,102 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08914-48410409595_994242/,Anuncio actualizado el 20/02/2025,"E, E","E, E",badalona (BCN),102 m²,,2,Entre 10 y 20 años,994242-1027,102 m²,4,2ª,,Parquet,,Gas natural,N/A,N/A,,,,,N/A,,Al mar,,En buen estado,,,Aluminio,,,N/A,,,,,,,,,N/A,,,,,,,
"Piso en Carrer d'Àngel Guimerà, 64",VOLCASA,2.393 €/m²,146.000 €,61 m²,https://www.pisos.com/comprar/piso-montigala_sant_crist08917-48374099646_519874/,Anuncio actualizado el 27/01/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),61 m²,,1,Más de 50 años,4519874-GuimeraAlt,58 m²,3,5ª,,Gres,,,N/A,N/A,,,,,N/A,Acceso desde una de las habitaciones,Noreste,,En buen estado,,,Aluminio,N/A,,N/A,N/A,N/A,,,,,,,,,,,Pero con vistas al mar,,,
Piso en Centre,GERMA JULI,3.947 €/m²,450.000 €,114 m²,https://www.pisos.com/comprar/piso-badalona_centre-49235691655_994242/,Anuncio actualizado el 20/02/2025,"E, E","E, E",badalona (BCN),114 m²,,2,Más de 50 años,994242-1038,114 m²,4,Entresuelo,1,Parquet,,Gas natural,N/A,N/A,,,,,N/A,,Norte,N/A,Reformado,,,Aluminio,,,N/A,,,,,,,,,N/A,,,,N/A,,,
Ático en Gorg,URBENIA,5.954 €/m²,655.000 €,110 m²,https://www.pisos.com/comprar/atico-gorg_progres_pep_ventura08912-49260690074_109300/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),110 m²,,2,,EP1014-97727,94 m²,4,6ª,,,,,,N/A,Terraza y balcon terrazero,,,,N/A,,,N/A,En buen estado,,,,,,,,,,,,,,,,,,,,,,
Casa pareada en Centre,GERMA JULI,3.506 €/m²,1.350.000 €,385 m²,https://www.pisos.com/comprar/casa_pareada-badalona_centre-23373164806_994242/,Anuncio actualizado el 20/02/2025,"D, C","D, C",badalona (BCN),385 m²,152 m²,2,Más de 50 años,994242-0782,330 m²,7,,Más de 2,Gres,Frío y calor,Gas natural,Con chimenea y salida al jardín,,N/A,,N/A,Privado,Con salida al jardín y muebles lacados en negro,N/A,Sureste,,En buen estado,,N/A,Aluminio,,,,,,,Pareada,2,,,N/A,N/A,N/A,,N/A,,N/A,,
Casa pareada en Centre,GERMA JULI,3.506 €/m²,1.350.000 €,385 m²,https://www.pisos.com/comprar/casa_pareada-badalona_centre-94213620612_100100/,Anuncio actualizado el 20/02/2025,"D, C","D, C",badalona (BCN),385 m²,152 m²,2,,994242-0232,330 m²,7,,Más de 2,Gres,Frío,Gas natural,Con chimenea y salida  jardín,,N/A,,N/A,Privado,Con vistas y salida a jardín,N/A,Al mar,,En buen estado,,N/A,Aluminio,,,,,N/A,,Pareada,2,,,En funcionamiento y situada en el salón-comedor,N/A,N/A,,N/A,,N/A,,
Piso en Centre,Engel & Völkers MMC Barcelona,6.268 €/m²,677.000 €,108 m²,https://www.pisos.com/comprar/piso-badalona_centre08911-4914433998_109700/,Anuncio actualizado el 28/01/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),108 m²,,2,,IF76306-D-000MEU,,3,,2,Gres,Frío y calor,,,,N/A,,,,N/A,,Al mar,,A estrenar,,,,N/A,,,,,,,N/A,,,,,,,,,,,
Piso en Carrer de Júpiter,LA CASA AGENCY -LLEFIÀ,1.705 €/m²,145.000 €,85 m²,https://www.pisos.com/comprar/piso-llefia_artigues08914-51762829877_516553/,Anuncio actualizado el 13/02/2025,"D, D","D, D",badalona (BCN),85 m²,,1,Más de 50 años,4516553-OFI-GAB-JUPI,82 m²,3,3ª,,Gres,Frío y calor,,Con balcón,,,,N/A,,Equipada,N/A,Oeste,N/A,En buen estado,,,Aluminio,,,N/A,N/A,N/A,N/A,,,,,,,N/A,,,,,,
Piso en Avinguda del Marquès de Sant Mori,"ESTUDI PROJECTE DE LA SALUT, S.L.U.",2.741 €/m²,170.000 €,62 m²,https://www.pisos.com/comprar/piso-llefia_artigues08914-50859822610_100200/,Anuncio actualizado el 18/02/2025,"G, G","G, G",badalona (BCN),62 m²,,1,Más de 50 años,TC704-606496,,3,7ª,,,,,,N/A,,,,,N/A,,,,En buen estado,,,,,,,,,,,,,,,,,,,,,,
Piso en Centre,GERMA JULI,4.444 €/m²,200.000 €,45 m²,https://www.pisos.com/comprar/piso-badalona_centre08911-45906292832_994242/,Anuncio actualizado el 20/02/2025,"E, E","E, E",badalona (BCN),45 m²,,1,Más de 50 años,994242-1004,45 m²,1,1ª,,Gres,Frío,,N/A,,,,,,N/A,,,N/A,En buen estado,,,,,,,,,,,,,,,,,,,,,,
Ático en calle *,URBENIA,5.877 €/m²,670.000 €,114 m²,https://www.pisos.com/comprar/atico-gorg_progres_pep_ventura08912-5037303199_109700/,Anuncio actualizado el 19/12/2024,"A, A","A, A",badalona (BCN),114 m²,,2,,EP1014-21650235,,4,6ª,,,,,,,N/A,,,,,,,,A estrenar,,,,,,,,,,,N/A,,,,,,,,,,,
Piso en Carrer de Coll i Pujol,ATICNOU,2.358 €/m²,184.000 €,78 m²,https://www.pisos.com/comprar/piso-montigala_sant_crist08917-50928252252_518281/,Anuncio actualizado el 14/02/2025,"E, E","E, E",badalona (BCN),78 m²,,1,Entre 30 y 50 años,4518281-RETI-01153,68 m²,3,2ª,,,,,,N/A,,,,,,,,,En buen estado,,,,,,N/A,,,,,,,,,,,,,,,,
Piso en Centre,Engel & Völkers MMC Barcelona,5.109 €/m²,562.000 €,110 m²,https://www.pisos.com/comprar/piso-badalona_centre08911-4862197757_109700/,Anuncio actualizado el 28/01/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),110 m²,,2,,IF76306-D-000MEU,,3,,2,Gres,Frío y calor,,,,N/A,,,,N/A,,Al mar,,A estrenar,,,,N/A,,N/A,,,,,,,,,,,,,,,,
Piso en Avinguda dels Vents,FABRA CONSULTORS,2.774 €/m²,369.000 €,133 m²,https://www.pisos.com/comprar/piso-montigala_sant_crist08917-48378827587_100500/,Anuncio actualizado el 14/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),133 m²,,2,Entre 20 y 30 años,SA4270-2024-0074/9908,106 m²,3,3ª,,,,,,N/A,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,
Piso en Carrer de la Independència,FABRA CONSULTORS,2.066 €/m²,310.000 €,150 m²,https://www.pisos.com/comprar/piso-bonavista_bufala08915-51681956179_100500/,Anuncio actualizado el 14/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),150 m²,,2,Entre 30 y 50 años,SA4270-2025-0006/9908,,4,2ª,,,,,,N/A,N/A,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,
Dúplex en Gorg-Progrés-Pep Ventura,MONAPART,4.600 €/m²,460.000 €,100 m²,https://www.pisos.com/comprar/duplex-gorg_progres_pep_ventura08912-4889838671_109700/,Anuncio actualizado el 10/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),100 m²,,1,,IF76872-MP0004-2938,,2,2ª,2,Tarima flotante,,,,,N/A,,,,N/A,,,,A estrenar,,,Aluminio,,,N/A,,,,,,,,,,,N/A,,,,,
Piso en Gorg,URBENIA,4.883 €/m²,420.000 €,86 m²,https://www.pisos.com/comprar/piso-gorg_progres_pep_ventura08912-49259898749_109300/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),86 m²,,2,,EP1014-97726,74 m²,3,1ª,,,,,,N/A,N/A,,,,N/A,,,N/A,En buen estado,,,,,,,,,,,,,,,,,,,,,,
Piso en Montigala,FABRA CONSULTORS,3.318 €/m²,365.000 €,110 m²,https://www.pisos.com/comprar/piso-montigala_sant_crist08917-47557788522_100500/,Anuncio actualizado el 13/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),110 m²,,2,Entre 20 y 30 años,SA4270-2024-0058/9908,91 m²,3,Bajo,,,N/A,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Montigalà,PROMOCAT BDN IMMOBILIÀRIA SL,2.833 €/m²,340.000 €,120 m²,https://www.pisos.com/comprar/piso-montigala_sant_crist-49196481664_421900/,Anuncio actualizado el 18/02/2025,"E, E","E, E",badalona (BCN),120 m²,,2,Entre 20 y 30 años,4219-003228,120 m²,4,1ª,N/A,Parquet,Frío y calor,,Amplio de 35m² con salida a balcón tipo terraza,N/A,,,N/A,,Office en muy buen estado exterior,N/A,N/A,Todo,Reformado,,Roble,Aluminio,N/A,N/A,N/A,N/A,,,,1,,,,,N/A,,,,,,
"Piso en Rambla de Sant Joan, 90",PREMIER ESPAÑA,4.954 €/m²,327.000 €,66 m²,https://www.pisos.com/comprar/piso-badalona_centre08912-4562204608_109700/,Anuncio actualizado el 18/02/2025,"A, A","A, A",badalona (BCN),66 m²,,1,,4992912-21209058,,2,,,,,,,,N/A,,,,,,,,A estrenar,,,,,,,,,,,,,,,,,,,,,,
Piso en Pep Ventura,PROMOCAT BDN IMMOBILIÀRIA SL,3.618 €/m²,199.000 €,55 m²,https://www.pisos.com/comprar/piso-gorg_progres_pep_ventura08912-50074387746_421900/,Anuncio actualizado el 18/02/2025,"G, G","G, G",badalona (BCN),55 m²,,1,Más de 50 años,4219-003230,50 m²,2,3ª,,Parquet,Frío y calor,,16m,,,,N/A,,Office reformada,N/A,,N/A,Reformado,Entre 40 y 60 €,Lacadas en blanco,Aluminio,,,N/A,N/A,,,,,,,,,,,,,,,
Casa en Canyet-Mas Ram,GERMA JULI,2.941 €/m²,250.000 €,85 m²,https://www.pisos.com/comprar/casa-canyet_mas_ram-45851813318_994242/,Anuncio actualizado el 20/02/2025,"E, E","E, E",badalona (BCN),85 m²,,1,Más de 50 años,994242-0829.V,85 m²,2,,1,Gres,,,N/A,,Con acceso a un trastero,,,,"Equipada con nevera, lavadora y microondas",,Noreste,,En buen estado,,,Aluminio,,,,,,,,,,,,,,,,,N/A,,
"Dúplex en Passeig d'Olof Palme, 16",AEDAS HOMES,4.420 €/m²,610.000 €,138 m²,https://www.pisos.com/comprar/duplex-montigala_sant_crist08917-5140039119_109700/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),138 m²,,3,,-a0P070000011bCWEAY,,4,11ª,,,,,,N/A,N/A,,,Privado,,,,,A estrenar,,,,,,,,,,,,,,,,,,,,,,
Dúplex en Gorg-Progrés-Pep Ventura,MONAPART,4.700 €/m²,470.000 €,100 m²,https://www.pisos.com/comprar/duplex-gorg_progres_pep_ventura08912-5072706785_109700/,Anuncio actualizado el 10/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),100 m²,,1,,IF76872-MP0004-2938,,2,2ª,2,Tarima flotante,,,,,N/A,,,,N/A,,,,A estrenar,,,Aluminio,,,N/A,,,,,,,,,,,N/A,,,,,
Dúplex en Sant Crist,CONSULTIN Consultors Integrals,3.000 €/m²,279.000 €,93 m²,https://www.pisos.com/comprar/duplex-montigala_sant_crist08917-45849473894_100500/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),93 m²,,1,Entre 30 y 50 años,SA816-CM02970/3377,80 m²,3,Semisótano,,,N/A,Gas natural,,,,N/A,,,,,,,,Entre 20 y 40 €,,,,,,,,,,,,,,,,,,,,,
Piso en La Salut-Lloreda-Sistrells,MONAPART,2.500 €/m²,205.000 €,82 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08914-5046146127_109700/,Anuncio actualizado el 10/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),82 m²,,1,,IF76872-MC0012-4414,,2,Bajo,,Gres,,,,,N/A,,,,,,Suroeste,,A estrenar,,,PVC,,,N/A,,,,,,,,,,,,,,,,
Piso en calle *,URBENIA,4.827 €/m²,420.000 €,87 m²,https://www.pisos.com/comprar/piso-gorg_progres_pep_ventura08912-5059558505_109700/,Anuncio actualizado el 19/12/2024,"A, A","A, A",badalona (BCN),87 m²,,2,,EP1014-21650214,,3,1ª,,,,,,,N/A,,,,,,,,A estrenar,,,,,,,,,,,N/A,,,,,,,,,,,
Piso en Centre,Engel & Völkers MMC Barcelona,4.918 €/m²,541.000 €,110 m²,https://www.pisos.com/comprar/piso-badalona_centre08911-4838919084_109700/,Anuncio actualizado el 28/01/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),110 m²,,2,,IF76306-D-000MEU,,3,,2,Gres,Frío y calor,,,,N/A,,,,N/A,,Al mar,,A estrenar,,,,N/A,,N/A,,,,,,,,,,,,,,,,
Piso en La Salut-Lloreda-Sistrells,MONAPART,3.541 €/m²,170.000 €,48 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08914-5076567123_109700/,Anuncio actualizado el 10/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),48 m²,,1,,IF76872-MC0012-4414,,1,Bajo,,Gres,,,,,N/A,,,,,,,,A estrenar,,,PVC,,,,,,,,,,,,,,,,,,,
Piso en La Salut-Lloreda-Sistrells,MONAPART,3.363 €/m²,185.000 €,55 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08914-5048454824_109700/,Anuncio actualizado el 10/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),55 m²,,1,,IF76872-MC0012-4414,,1,Bajo,,Gres,,,,,N/A,,,,,,,,A estrenar,,,PVC,,,,,,,,,,,,,,,,,,,
Piso en Centre,Engel & Völkers MMC Barcelona,6.444 €/m²,696.000 €,108 m²,https://www.pisos.com/comprar/piso-badalona_centre08911-4875977651_109700/,Anuncio actualizado el 28/01/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),108 m²,,2,,IF76306-D-000MEU,,3,,2,Gres,Frío y calor,,,,N/A,,,,N/A,,Al mar,,A estrenar,,,,N/A,,N/A,,,,,,,,,,,,,,,,
Piso en calle *,URBENIA,5.055 €/m²,455.000 €,90 m²,https://www.pisos.com/comprar/piso-gorg_progres_pep_ventura08912-5025280493_109700/,Anuncio actualizado el 19/12/2024,"A, A","A, A",badalona (BCN),90 m²,,2,,EP1014-21650246,,3,1ª,,,,,,,N/A,,,,,,,,A estrenar,,,,,,,,,,,N/A,,,,,,,,,,,
"Piso en Passeig d'Olof Palme, 16",AEDAS HOMES,4.086 €/m²,376.000 €,92 m²,https://www.pisos.com/comprar/piso-montigala_sant_crist08917-5189950138_109700/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),92 m²,,2,,-a0P070000011bCWEAY,,3,,,,,,,N/A,N/A,,,Privado,,,,,A estrenar,,,,,,,,,,,,,,,,,,,,,,
"Piso en Passeig d'Olof Palme, 16",AEDAS HOMES,3.967 €/m²,369.000 €,93 m²,https://www.pisos.com/comprar/piso-montigala_sant_crist08917-5255946456_109700/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),93 m²,,2,,-a0P070000011bCWEAY,,3,,,,,,,N/A,N/A,,,Privado,,,,,A estrenar,,,,,,,,,,,,,,,,,,,,,,
"Piso en Carrer del Progrés, 190",LA LLAVE DE ORO,4.565 €/m²,630.000 €,138 m²,https://www.pisos.com/comprar/piso-gorg_progres_pep_ventura08912-5205847119_109700/,Anuncio actualizado el 07/02/2025,"A, A","A, A",badalona (BCN),138 m²,,2,,4993346-21770797,,4,5ª,,,,,,N/A,,,,,,,,,A estrenar,,,,,,,,,,,,,,,,,,,,,,
"Piso en Carrer del Progrés, 190",LA LLAVE DE ORO,4.526 €/m²,507.000 €,112 m²,https://www.pisos.com/comprar/piso-gorg_progres_pep_ventura08912-5159471835_109700/,Anuncio actualizado el 07/02/2025,"A, A","A, A",badalona (BCN),112 m²,,2,,4993346-21717557,,3,1ª,,,,,,N/A,,,,,,,,,A estrenar,,,,,,,,,,,,,,,,,,,,,,
"Piso en Carrer del Progrés, 190",LA LLAVE DE ORO,4.265 €/m²,563.000 €,132 m²,https://www.pisos.com/comprar/piso-gorg_progres_pep_ventura08912-5148354089_109700/,Anuncio actualizado el 07/02/2025,"A, A","A, A",badalona (BCN),132 m²,,2,,4993346-21717553,,4,6ª,,,,,,N/A,,,,,,,,,A estrenar,,,,,,,,,,,,,,,,,,,,,,
"Piso en Passeig d'Olof Palme, 16",AEDAS HOMES,4.168 €/m²,346.000 €,83 m²,https://www.pisos.com/comprar/piso-montigala_sant_crist08917-4919234845_109700/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),83 m²,,2,,-a0P070000011bCWEAY,,3,,,,,,,N/A,N/A,,,Privado,,,,,A estrenar,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Baldomer Solà,ASIFRAN-GROUP,2.200 €/m²,187.000 €,85 m²,https://www.pisos.com/comprar/piso-gorg_progres_pep_ventura08912-49218145124_500186/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),85 m²,,1,Más de 50 años,500186-02-6100,80 m²,3,3ª,,Terrazo,,,Agrandado con 4ª hab.,,,,,,N/A,,Norte,N/A,A reformar,,Roble,Madera,,,,N/A,,,,,,,,,,,,,,,
Piso en Avinguda del Marquès de Sant Mori,ASIFRAN-GROUP,2.533 €/m²,217.850 €,86 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08914-49246024719_500186/,Anuncio actualizado el 20/02/2025,"G, G","G, G",badalona (BCN),86 m²,,1,Más de 50 años,500186-02-03LS1057,80 m²,3,2ª,,Terrazo,,,Exterior con salida a balcon,N/A,,,,,Con salida a galeria,N/A,,N/A,En buen estado,Entre 40 y 60 €,N/A,Aluminio,N/A,,N/A,N/A,N/A,,,,,,,,N/A,,,,,,
Piso en Carrer de Rodrigo Caro,Sarria Properties,4.145 €/m²,269.450 €,65 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08914-50844236939_100500/,Anuncio actualizado el 11/02/2025,"E, E","E, E",badalona (BCN),65 m²,,2,Más de 50 años,SA3248-sp982/8414,58 m²,4,1ª,,Gres,,,,,,N/A,N/A,,,,Noreste,,,,,,,,N/A,,,,,,,,,,,,,,,,
Piso en Carrer de la Selva,POLINKASAS,2.133 €/m²,160.000 €,75 m²,https://www.pisos.com/comprar/piso-montigala_sant_crist08917-49259231339_516629/,Anuncio actualizado el 04/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),75 m²,,1,Entre 30 y 50 años,4516629-13556031,72 m²,3,1ª,,Gres,,Gas natural,N/A,N/A,,,N/A,,N/A,N/A,,,En buen estado,Entre 40 y 60 €,,Aluminio,N/A,N/A,N/A,N/A,,,,,,,,,N/A,,,,,,
Piso en Carrer de Sant Bru,PARELLADA IMMOBILIÀRIA,4.216 €/m²,350.000 €,83 m²,https://www.pisos.com/comprar/piso-badalona_centre08911-51696941984_100500/,Anuncio actualizado el 11/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),83 m²,,2,Entre 30 y 50 años,SA5410-3021/11637,78 m²,4,1ª,,Parquet,N/A,N/A,,N/A,,N/A,N/A,,,,,,,Entre 40 y 60 €,,,,,N/A,,,,,,,,,,,,,,,,
Piso en Bonavista-Bufalà,GESTILLAR,2.037 €/m²,110.000 €,54 m²,https://www.pisos.com/comprar/piso-bonavista_bufala08915-41691110614_108500/,Anuncio actualizado el 19/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),54 m²,,1,Más de 50 años,AG560-10907,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Montigalà-Sant Crist,ASIFRAN-GROUP,2.931 €/m²,170.000 €,58 m²,https://www.pisos.com/comprar/piso-montigala_sant_crist08917-48371293231_500186/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),58 m²,,1,Más de 50 años,500186-023598,50 m²,3,4ª,,Gres,Frío y calor,,Soleado,N/A,,,N/A,,Reformada,,,N/A,Reformado,50,,Aluminio,N/A,,,N/A,N/A,,,,,,,,N/A,,,,,,
Piso en Carrer de Sant Pere,PARELLADA IMMOBILIÀRIA,3.523 €/m²,370.000 €,105 m²,https://www.pisos.com/comprar/piso-badalona_centre08911-50846043323_100500/,Anuncio actualizado el 06/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),105 m²,,1,Más de 50 años,SA5410-3016/11637,90 m²,3,2ª,,Parquet,,Gas natural,N/A,N/A,,N/A,N/A,,,,,,,Más de 100 €,,,,,,,,,,,,,,,,,,,,,
Piso en Avinguda de Martí Pujol,PARELLADA IMMOBILIÀRIA,5.432 €/m²,440.000 €,81 m²,https://www.pisos.com/comprar/piso-badalona_centre08911-49181224193_100500/,Anuncio actualizado el 13/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),81 m²,,2,Entre 5 y 10 años,SA5410-3004/11637,80 m²,3,3ª,,Parquet,N/A,N/A,,N/A,,,N/A,N/A,,,,,,,,,,,N/A,,,,,,,Comunitaria,,,,,,,,,
Casa en Carrer del Carme,PARELLADA IMMOBILIÀRIA,4.428 €/m²,620.000 €,140 m²,https://www.pisos.com/comprar/casa-badalona_centre08911-51759502715_100500/,Anuncio actualizado el 06/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),140 m²,60 m²,2,Entre 5 y 10 años,SA5410-3020/11637,135 m²,3,,,,N/A,N/A,,,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,
Piso en Carrer d'Otger,FINQUES TORRES,2.611 €/m²,175.000 €,67 m²,https://www.pisos.com/comprar/piso-montigala_sant_crist08917-40893796881_101800/,Anuncio actualizado el 14/02/2025,"E, E","E, E",badalona (BCN),67 m²,,1,Más de 50 años,IF76551-72,,3,1ª,,,,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer del General Weyler,PARELLADA IMMOBILIÀRIA,5.483 €/m²,340.000 €,62 m²,https://www.pisos.com/comprar/piso-gorg_progres_pep_ventura08912-45051509964_100500/,Anuncio actualizado el 28/01/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),62 m²,,1,Menos de 5 años,SA5410-2646/11637,60 m²,2,1ª,,Parquet,N/A,N/A,,N/A,,N/A,N/A,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,
Piso en Avinguda d'Alfons XIII,YOUR HOME IN BARCELONA REAL ESTATE,2.400 €/m²,180.000 €,75 m²,https://www.pisos.com/comprar/piso-llefia_artigues08913-51679495464_520565/,Anuncio actualizado el 19/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),75 m²,,1,Entre 30 y 50 años,520565-YH-00275,63 m²,3,2ª,,Parquet,Frío y calor,,N/A,N/A,,,,,N/A,N/A,Noroeste,,En buen estado,,,Aluminio,,,N/A,,,,,,,,,,,,,,,,
Piso en Carrer de Castillejos,Flamat Barcelona,1.962 €/m²,465.000 €,237 m²,https://www.pisos.com/comprar/piso-bonavista_bufala08915-50047542230_100500/,Anuncio actualizado el 13/02/2025,"E, E","E, E",badalona (BCN),237 m²,,2,Más de 50 años,SA5673-EN - CASTILLEJOS,205 m²,6,1ª,,,Frío,,,,N/A,,,,Cocina equipada,,,N/A,En buen estado,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer del Príncep d'Astúries,PARELLADA IMMOBILIÀRIA,2.551 €/m²,298.500 €,117 m²,https://www.pisos.com/comprar/piso-gorg_progres_pep_ventura08918-48407307668_100500/,Anuncio actualizado el 28/01/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),117 m²,,2,Entre 20 y 30 años,SA5410-2701/11637,109 m²,4,Bajo,,Parquet,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,
"Piso en Passeig d'Olof Palme, 16",AEDAS HOMES,4.422 €/m²,398.000 €,90 m²,https://www.pisos.com/comprar/piso-montigala_sant_crist08917-5239025430_109700/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),90 m²,,2,,-a0P070000011bCWEAY,,3,,,,,,,N/A,N/A,,,Privado,,,,,A estrenar,,,,,,,,,,,,,,,,,,,,,,
Chalet en Carrer de Rubió i Ors,PARELLADA IMMOBILIÀRIA,4.100 €/m²,410.000 €,100 m²,https://www.pisos.com/comprar/chalet-bonavista_bufala08915-45032974035_100500/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),100 m²,150 m²,2,Menos de 5 años,SA5410-2345/11637,90 m²,3,,,Parquet,N/A,N/A,,,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer del General Weyler,PARELLADA IMMOBILIÀRIA,4.583 €/m²,495.000 €,108 m²,https://www.pisos.com/comprar/piso-gorg_progres_pep_ventura08912-45087216611_100500/,Anuncio actualizado el 28/01/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),108 m²,,2,Menos de 5 años,SA5410-2645/11637,102 m²,3,Bajo,,Parquet,N/A,N/A,,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
