nombre,agencia,precio_m2,precio,superficie,href,actualizacion,consumo,emisiones,zona,Superficie construida,Superficie útil,Habitaciones,Baños,Planta,Exterior,Antigüedad,Conservación,Gastos de comunidad,Referencia,Carpintería exterior,Gas,Calefacción,Lavadero,Balcón,Orientación,Superficie solar,Amueblado,Armarios empotrados,Vidrios dobles,Tipo suelo,Teléfono,Aire acondicionado,Chimenea,Cocina equipada,Comedor,Garaje,Puerta blindada,Sistema de seguridad,Terraza,Jardín,Piscina,Urbanizado,Calle alumbrada,Calle asfaltada,Se aceptan mascotas,Ascensor,Agua,Soleado,Carpintería interior,Portero automático,Adaptado a personas con movilidad reducida,Luz,Trastero,Tipo de casa,Interior,No se aceptan mascotas
Casa en Calella Park,PREMIUM HOUSES,1.964 €/m²,670.000 €,341 m²,https://www.pisos.com/comprar/casa-calella_centro_urbano08370-28427930121_100500/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),341 m²,340 m²,5,3,,,Entre 20 y 30 años,,,SA1393-PH102207/3699,,,Gas natural,,,Noroeste,640 m²,,1,,,,N/A,,,N/A,,N/A,N/A,,N/A,Propia,,,,,,N/A,,,,,,,,,
Ático en La Llàntia,MARES REALTY,3.605 €/m²,375.000 €,104 m²,https://www.pisos.com/comprar/atico-la_llantia-46669834520_108500/,Anuncio actualizado el 30/08/2024,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),104 m²,78 m²,3,1,,N/A,,,,AG455-MAR-ATC0014,,,Gas natural,,,Sur,,,N/A,,Gres,,,,Individual,,,,,,,,,,,,N/A,,,,,,,,,,
Casa adosada en Vilassar de Mar,TECNOCASA VILASSAR,3.861 €/m²,529.000 €,137 m²,https://www.pisos.com/comprar/casa_adosada-vilassar_de_mar_centro_urbano-51680992400_100200/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),137 m²,,5,3,,,Entre 30 y 50 años,En buen estado,,TC213-609825,,,,,,,,,,,,,N/A,,,,,,,,Privado,,,,,,,,,,,,,,Adosada,,
Piso en Cerdanyola Nord,HOGAREÑOS,2.568 €/m²,149.000 €,58 m²,https://www.pisos.com/comprar/piso-cerdanyola_nord-47552310578_525213/,Anuncio actualizado el 20/02/2025,"E, E","E, E",maresme (BCN),58 m²,53 m²,3,1,1ª,N/A,Más de 50 años,En buen estado,Entre 20 y 40 €,525213-149CNC,,N/A,Eléctrica,N/A,N/A,Norte,,,,N/A,Gres,,Frío y calor,,6m²,Exterior,,N/A,,,,,,,,N/A,N/A,,N/A,,,N/A,,,,,
Casa en Centro,PREMIUM HOUSES,2.445 €/m²,1.345.000 €,550 m²,https://www.pisos.com/comprar/casa-sant_vicenc_de_montalt_centro_urbano-42556388775_100500/,Anuncio actualizado el 20/02/2025,"D, D","D, D",maresme (BCN),550 m²,525 m²,5,5,,,Entre 10 y 20 años,,,SA1393-PH103043/3699,,,Gas natural,,,Sur,1.000 m²,,1,,,,N/A,N/A,,,1,N/A,N/A,,N/A,Propia,,,,,,N/A,,,,,,,,,
Piso en Centro,URBAN LLARS,3.236 €/m²,246.000 €,76 m²,https://www.pisos.com/comprar/piso-premia_de_mar_centro_urbano-50065037993_100500/,Anuncio actualizado el 13/12/2024,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),76 m²,,4,1,1ª,,Más de 50 años,,,SA5026-0270/5781,,,Gas natural,,N/A,Este,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,N/A,,,
Casa adosada en Otras Zonas,ARCO 2,1.846 €/m²,288.000 €,156 m²,https://www.pisos.com/comprar/casa_adosada-palafolls_centro_urbano-41706028247_100500/,Anuncio actualizado el 20/05/2024,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),156 m²,100 m²,3,2,,,Entre 30 y 50 años,,,SA2067-MM240076/7493,,,Gas natural,,,Noreste,,,,,Gres,,N/A,N/A,,,,,,N/A,,,,,,,,N/A,,,,,,,Adosada,,
Chalet en Maresme,Nathalie Brabant,2.899 €/m²,925.000 €,319 m²,https://www.pisos.com/comprar/chalet-cabrera_de_mar_centro_urbano-50852647270_108700/,Anuncio actualizado el 20/02/2025,"E, E","E, E",maresme (BCN),319 m²,319 m²,4,4,,,Más de 50 años,,,UVC167-31167,,,N/A,,,,1.059 m²,,,,,,N/A,,,,,,,N/A,N/A,N/A,,,,,,,,,,,,,,,
Casa en Centro,PREMIUM HOUSES,1.196 €/m²,670.000 €,560 m²,https://www.pisos.com/comprar/casa-pineda_de_mar_centre-13378616779_100500/,Anuncio actualizado el 20/02/2025,"E, E","E, E",maresme (BCN),560 m²,510 m²,7,5,,,Más de 50 años,,,SA1393-PH101306/3699,,,Gas natural,,,,517 m²,N/A,1,,,,,N/A,,N/A,1,,N/A,,,,,,,,,N/A,,,,,,,,,
Casa en El Remei - Castell,PREMIUM HOUSES,2.115 €/m²,899.000 €,425 m²,https://www.pisos.com/comprar/casa-premia_de_dalt_centro_urbano-39239011425_100500/,Anuncio actualizado el 20/02/2025,"E, D","E, D",maresme (BCN),425 m²,,5,4,,,Más de 50 años,,,SA1393-PH102885/3699,,,Gas natural,,,,816 m²,,1,,,,N/A,N/A,,,1,,N/A,,N/A,N/A,,,,,,,,,,,,,,,
Casa adosada en Centro,FINQUES TARRADELLAS,2.003 €/m²,322.500 €,161 m²,https://www.pisos.com/comprar/casa_adosada-palafolls_centro_urbano-51711750649_127900/,Anuncio actualizado el 19/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),161 m²,140 m²,4,2,,,Entre 30 y 50 años,En buen estado,,1279-020248,Madera,,Gasoil,"2,5 m²",,Este-oeste,,,Empotrados,N/A,Parquet,N/A,Frío,,10 m² con pasaplatos,29 m²,1,N/A,,,Privado,,N/A,N/A,N/A,,,,,Cedre,,,,,Adosada,,
"Casa en Carrer del Nadal, 1",Finques LM,965 €/m²,280.000 €,290 m²,https://www.pisos.com/comprar/casa-can_nadal_sant_pere-15035269193_501491/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),290 m²,276 m²,4,3,,,Entre 10 y 20 años,En buen estado,,501491-711,PVC,N/A,Gas natural,,,,,N/A,,,,,,N/A,,N/A,Más de 2,,N/A,N/A,,,N/A,N/A,N/A,,,,,,,,,,,,
Finca rústica en Mataró,PREMIUM HOUSES,415 €/m²,1.495.000 €,501 m²,https://www.pisos.com/comprar/finca_rustica-altres_urbanitzacions08304-10843104497_100500/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),501 m²,500 m²,4,2,,,,,,SA1393-PH101059/3699,,,Eléctrica,,,Sur,3.600 m²,,1,,,N/A,,N/A,,,1,,,,,,,,,,,,,,,,,,,,
Dúplex en Pineda de Mar,FINQUES LA RIERA,2.756 €/m²,215.000 €,78 m²,https://www.pisos.com/comprar/duplex-pineda_de_mar_centre-50905544627_100500/,Anuncio actualizado el 13/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),78 m²,70 m²,2,2,2ª,,Entre 20 y 30 años,,Entre 40 y 60 €,SA1488-P-513/6526,,,Gas natural,,N/A,Este,,,1,,Gres,,,,,N/A,,N/A,N/A,N/A,,,,,,,N/A,N/A,,,,,,,,,
Chalet en Maresme,Hasha Grajera,3.183 €/m²,675.000 €,212 m²,https://www.pisos.com/comprar/chalet-cabrils_centro_urbano-43335417525_108700/,Anuncio actualizado el 15/10/2024,"D, D","D, D",maresme (BCN),212 m²,212 m²,5,3,,,Entre 10 y 20 años,,,UVC565-24923,,,,,,,2.007 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dúplex en Cerca Fábrica Llobet,PROMOFINCAS,2.577 €/m²,250.000 €,97 m²,https://www.pisos.com/comprar/duplex-calella_centro_urbano08370-49200010309_100500/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),97 m²,92 m²,3,1,3ª,,Entre 20 y 30 años,,,SA2132-ULLPVPis0317/7502,,,N/A,,N/A,Norte,,,,,Gres,,N/A,N/A,,,,,,N/A,,,,,,,N/A,N/A,,,,,,N/A,,,
Piso en Canet de Mar,PREMIUM HOUSES,4.571 €/m²,352.000 €,77 m²,https://www.pisos.com/comprar/piso-canet_de_mar_centro_urbano-49249078580_100500/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),77 m²,,2,2,1ª,,Menos de 5 años,,,SA1393-PH103290/3699,,,N/A,,N/A,,,,1,,,,N/A,,,,,,,N/A,,Comunitaria,,,,,N/A,N/A,,,,,,N/A,,,
Dúplex en calle Dr Trueta,BLANES HOUSE,2.122 €/m²,329.000 €,155 m²,https://www.pisos.com/comprar/duplex-tordera_nucli_urba-19187854447_501585/,Anuncio actualizado el 12/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),155 m²,140 m²,3,2,2ª,N/A,Entre 10 y 20 años,En buen estado,,501585-003876,Aluminio,,Central,,N/A,,,,Más de 2,N/A,Gres,,,,N/A,N/A,,,,N/A,,,,,,,N/A,,N/A,N/A,N/A,,,,,,
Chalet en Arenys de Munt,Access Home Real Estate - Sant Vicenç de Montalt,2.395 €/m²,575.000 €,240 m²,https://www.pisos.com/comprar/chalet-arenys_de_munt_centro_urbano-44190224546_108900/,Anuncio actualizado el 19/11/2024,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),240 m²,,4,3,,,,En buen estado,,XA642-3539,,,Gas natural,,,Este,,,,,,,,En salón,N/A,,2,,,N/A,,Propia,,,,,,,,,,,,,,,
"Piso en calle Pompeu Fabra 50 y C/ Malgrat,  1",URBENIA,4.444 €/m²,400.000 €,90 m²,https://www.pisos.com/comprar/piso-arenys_de_mar_centro_urbano-5030476083_109700/,Anuncio actualizado el 19/12/2024,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),90 m²,,3,3,2ª,,,A estrenar,,EP1014-21664505,,,,,,,,,,,,,,,,,N/A,,,N/A,,,,,,,N/A,,,,,,,N/A,,,
"Piso en Ronda Cervantes, 19",VIA CELERE,2.657 €/m²,393.300 €,148 m²,https://www.pisos.com/comprar/piso-havana08301-5008856508_109700/,Anuncio actualizado el 18/12/2024,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),148 m²,,4,2,,,,A estrenar,,4993266-0012,,,,,,,,,2,,,,,,N/A,,N/A,N/A,,N/A,,,,,,,N/A,,,,,,,N/A,,,
Chalet en Centre,ARCO 2,3.374 €/m²,550.000 €,163 m²,https://www.pisos.com/comprar/chalet-calella_centro_urbano08370-48357991826_100500/,Anuncio actualizado el 09/10/2024,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),163 m²,,4,2,,,Entre 20 y 30 años,,,SA2067-ULLPVCas0248/7493,,,Gas natural,,,Sureste,835 m²,,1,,Gres,,N/A,N/A,,,1,,N/A,N/A,N/A,Propia,,,,,,N/A,,,,,,N/A,,,
Casa en Caldetes,PREMIUM HOUSES,3.661 €/m²,1.190.000 €,325 m²,https://www.pisos.com/comprar/casa-arenys_de_mar_centro_urbano-48418912085_100500/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),325 m²,245 m²,5,4,,,Menos de 5 años,,,SA1393-PH103243/3699,,,N/A,,,Sur,538 m²,,1,,,N/A,N/A,N/A,,,1,N/A,N/A,N/A,N/A,,,,,,,N/A,,,,,,N/A,,,
Casa en Can Teixido,PREMIUM HOUSES,3.584 €/m²,2.000.000 €,558 m²,https://www.pisos.com/comprar/casa-alella_centro_urbano-18413720363_100500/,Anuncio actualizado el 20/02/2025,"E, E","E, E",maresme (BCN),558 m²,450 m²,6,5,,,Entre 20 y 30 años,,,SA1393-PH101666/3699,,,Gasoil,,,Este,1.200 m²,,1,,,N/A,N/A,N/A,,,1,N/A,N/A,N/A,N/A,Propia,,,,,,N/A,,,,,,N/A,,,
Chalet en Mas Mora,homellar,1.552 €/m²,399.000 €,257 m²,https://www.pisos.com/comprar/chalet-urbanitzacions_el_mas_mora_sant_daniel_blanes_mar-44214649510_100500/,Anuncio actualizado el 31/01/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),257 m²,180 m²,5,4,,,Entre 20 y 30 años,,,SA2051-SVH60443119TRD/7494,,,,,,Norte,,,1,,,,,,,,1,,,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,
Piso en Havana,MARES REALTY,2.371 €/m²,185.000 €,78 m²,https://www.pisos.com/comprar/piso-havana08301-49207463689_108500/,Anuncio actualizado el 22/01/2025,"G, E","G, E",maresme (BCN),78 m²,71 m²,3,1,,N/A,,,,AG455-PIS0594,,,N/A,,,Sur,,,,N/A,,,N/A,,Americana,,,,,,,,,,,,N/A,,,,,,,,,,
Finca rústica en Otras,UN LLOC PER VIURE,Error al procesar precio m²,150.000 €,300 m²,https://www.pisos.com/comprar/finca_rustica-santa_susanna_centro_urbano-31720876530_100500/,Anuncio actualizado el 16/07/2024,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),300 m²,200 m²,,,,,,,,SA2058-ULLPVMas0026/3449,,,,,,,400.000 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Urbanitzacions,PREMIUM HOUSES,2.101 €/m²,998.000 €,475 m²,https://www.pisos.com/comprar/casa-arenys_de_mar_centro_urbano-51728527808_100500/,Anuncio actualizado el 20/02/2025,"D, C","D, C",maresme (BCN),475 m²,410 m²,5,4,,,Entre 10 y 20 años,,,SA1393-PH103378/3699,,,N/A,,,Este,562 m²,,1,,Parquet,N/A,N/A,N/A,,N/A,1,N/A,N/A,N/A,N/A,Propia,,,,,,N/A,,,,,,N/A,,,
Casa en Supermaresme,PREMIUM HOUSES,2.621 €/m²,2.100.000 €,801 m²,https://www.pisos.com/comprar/casa-sant_andreu_de_llavaneres_urbanitzacions-20859250188_100500/,Anuncio actualizado el 20/02/2025,"E, E","E, E",maresme (BCN),801 m²,800 m²,11,10,,,Entre 30 y 50 años,,,SA1393-PH101818/3699,,,Gas natural,,,Sureste,5.850 m²,,1,,Parquet,,,N/A,,N/A,,,,,N/A,Propia,,,,,,,,,,,,,,,
Casa en Milans del Bosc,PREMIUM HOUSES,2.785 €/m²,975.000 €,350 m²,https://www.pisos.com/comprar/casa-sant_vicenc_de_montalt_centro_urbano-46752799719_100500/,Anuncio actualizado el 20/02/2025,"E, D","E, D",maresme (BCN),350 m²,,4,3,,,Entre 10 y 20 años,,,SA1393-PH103170/3699,,,Gas natural,,,Este,,,1,,,,,,,,1,N/A,,N/A,N/A,Comunitaria,,,,,,N/A,,,,,,,,,
Casa en Centro,PREMIUM HOUSES,4.244 €/m²,2.500.000 €,589 m²,https://www.pisos.com/comprar/casa-centre_urba-50857872136_100500/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),589 m²,513 m²,5,6,,,Menos de 5 años,,,SA1393-PH102980/3699,,,,,,Sureste,4.175 m²,,1,,,N/A,N/A,,,,1,N/A,N/A,,N/A,Propia,,,,,,N/A,,,,,,,,,
Casa en Terra Brava,PREMIUM HOUSES,2.939 €/m²,435.000 €,148 m²,https://www.pisos.com/comprar/casa-tordera_nucli_urba-46713545778_100500/,Anuncio actualizado el 20/02/2025,"B, A","B, A",maresme (BCN),148 m²,130 m²,3,2,,,Menos de 5 años,,,SA1393-PH103215/3699,,,Eléctrica,,,Norte,438 m²,N/A,,,,,,,,N/A,,N/A,,N/A,N/A,Propia,,,,,,N/A,,,,,,,,,
Casa en Urb.Pinemar,INMOBILIARIA ACESAL,2.750 €/m²,330.000 €,120 m²,https://www.pisos.com/comprar/casa-pinemar-50909462175_109300/,Anuncio actualizado el 12/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),120 m²,,3,2,,,,,,EP1057-138C8793,,,,N/A,,,,,,,,,N/A,,N/A,,,,,N/A,N/A,,,,,,,,,,,,,N/A,,,
Casa en calle Gran Via de Les Corts Catalanes,Finques LM,1.925 €/m²,231.000 €,120 m²,https://www.pisos.com/comprar/casa-urbanitzacions_niagara_parc_agora_parc_roca_rossa0-51679469969_501491/,Anuncio actualizado el 17/02/2025,"G, G","G, G",maresme (BCN),120 m²,,3,1,,,Entre 5 y 10 años,En buen estado,,501491-709,PVC,N/A,Gas natural,N/A,,Sureste,700 m²,,,,Gres,,,N/A,N/A,N/A,,,,,Privado,,N/A,N/A,N/A,N/A,,,,,,N/A,,,,,
Chalet en Carrer de Córsega,FINQUES EL POBLE,2.403 €/m²,250.000 €,104 m²,https://www.pisos.com/comprar/chalet-urbanitzacions_niagara_parc_agora_parc_roca_rossa0-49248848566_100500/,Anuncio actualizado el 14/02/2025,"G, G","G, G",maresme (BCN),104 m²,86 m²,4,2,,,,En buen estado,,SA4698-7438,,,,,,,950 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Centro del Pueblo,ARCO 2,2.589 €/m²,189.000 €,73 m²,https://www.pisos.com/comprar/piso-pineda_de_mar_centre-50929820425_100500/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),73 m²,70 m²,3,2,Bajo,,Entre 30 y 50 años,,Más de 100 €,SA2067-PINEDA-PIS12/7493,,,Gas natural,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,
Dúplex en Centro,FINQUES LA RIERA,2.464 €/m²,345.000 €,140 m²,https://www.pisos.com/comprar/duplex-arenys_de_mar_centro_urbano-47508899041_100500/,Anuncio actualizado el 14/02/2025,"E, E","E, E",maresme (BCN),140 m²,107 m²,4,2,2ª,,Entre 20 y 30 años,,Más de 100 €,SA1488-P-487/6526,,,Gas natural,,N/A,Norte,,,,,Gres,,N/A,,,,,,,N/A,,,,,,,N/A,N/A,,,,,,,,,
Chalet en Argentona,MARES REALTY,2.691 €/m²,498.000 €,185 m²,https://www.pisos.com/comprar/chalet-argentona_centro_urbano-38357019046_108500/,Anuncio actualizado el 20/10/2024,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),185 m²,152 m²,6,3,,,,,,AG455-MAR-CHA0026,,,Gasoil,,,,,N/A,N/A,N/A,Terrazo,,,N/A,Individual,,,,,,N/A,,,,,,,,,,,,,N/A,,,
Piso en C/ Esglesia,FINQUES QUIM,2.534 €/m²,185.000 €,73 m²,https://www.pisos.com/comprar/piso-calella_centro_urbano08370-51755924859_100500/,Anuncio actualizado el 08/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),73 m²,65 m²,2,1,1ª,,Entre 10 y 20 años,,,SA1765-P1939/4211,,,N/A,,,,,,1,,Gres,,N/A,,,,,,,,,,,,,,,N/A,,,,,,,,,
Casa en Sant Genis de Palafolls,ARCO 2,2.495 €/m²,262.000 €,105 m²,https://www.pisos.com/comprar/casa-malgrat_de_mar_centro_urbano-49200869132_100500/,Anuncio actualizado el 12/11/2024,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),105 m²,90 m²,3,2,,,Entre 20 y 30 años,,,SA2067-Promo1120/7493,,,N/A,,,Sur,1.048 m²,,,,Gres,,N/A,N/A,,,,N/A,,N/A,N/A,,,,,,,,,,,,,,,,
Casa en Centre,PREMIUM HOUSES,1.495 €/m²,525.000 €,351 m²,https://www.pisos.com/comprar/casa-pinemar-18379938457_100500/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),351 m²,350 m²,9,2,,,,,,SA1393-PH101694/3699,,,,,,Este,350 m²,,,,,,,N/A,,,,,,,,,,,,,,N/A,,,,,,,,,
"Piso en Carrer Amistat, 1",Finques LM,2.766 €/m²,249.000 €,90 m²,https://www.pisos.com/comprar/piso-tordera_nucli_urba-51685891489_501491/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),90 m²,,3,2,3ª,,Entre 10 y 20 años,En buen estado,,501491-104,Aluminio,,Gas natural,,,,,,,N/A,,,Frío y calor,,N/A,N/A,2,,N/A,N/A,,Comunitaria,,,,N/A,,,N/A,,,N/A,,,,,
Casa en Nova Alella,PREMIUM HOUSES,6.041 €/m²,2.900.000 €,480 m²,https://www.pisos.com/comprar/casa-alella_centro_urbano-11698009036_100500/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),480 m²,438 m²,6,4,,,Entre 30 y 50 años,,,SA1393-PH101084/3699,,,Gas natural,,,Sur,1.534 m²,,1,,,N/A,N/A,N/A,,,1,,,N/A,N/A,Propia,,,,,,N/A,,,,,,N/A,,,
Casa en Urb. Can Quirze,PREMIUM HOUSES,1.885 €/m²,1.050.000 €,557 m²,https://www.pisos.com/comprar/casa-can_quirze-35057483117_100500/,Anuncio actualizado el 20/02/2025,"D, D","D, D",maresme (BCN),557 m²,350 m²,5,5,,,Entre 30 y 50 años,,,SA1393-PH100574/3699,,,Gas natural,,,Sur,1.000 m²,,1,,,,,N/A,,,,N/A,N/A,,N/A,,,,,,,,,,,,,,,,
Casa en Centro,PREMIUM HOUSES,2.443 €/m²,540.000 €,221 m²,https://www.pisos.com/comprar/casa-premia_de_mar_centro_urbano-45835629941_100500/,Anuncio actualizado el 20/02/2025,"E, E","E, E",maresme (BCN),221 m²,188 m²,3,3,,,Entre 30 y 50 años,,,SA1393-PH102886/3699,,,Gas natural,,,Noreste,418 m²,,,,,N/A,N/A,,,N/A,1,N/A,,,N/A,,,,,,,N/A,,,,,,,,,
Piso en Centre,Engel & Völkers MMC Barcelona,2.950 €/m²,295.000 €,100 m²,https://www.pisos.com/comprar/piso-pineda_de_mar_centre-5223729756_109700/,Anuncio actualizado el 04/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),100 m²,,3,2,3ª,,,A estrenar,,IF76306-D-000LP5,,,,,N/A,Al mar,,,,,,,Frío y calor,,N/A,,N/A,,,N/A,,,,,,,,,,,,N/A,,N/A,,,
Casa en Alella,Access Home Real Estate,2.578 €/m²,990.000 €,384 m²,https://www.pisos.com/comprar/casa-alella_centro_urbano-51722150839_108900/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),384 m²,,6,4,,,,A reformar,,XA643-4088,,,Gas natural,,,,,N/A,,,,,,En salón y  sala polivalente,N/A,,1,,N/A,,,Comunitaria,,,,,,N/A,,,,,,,,,
Casa en Ramon Llull,PREMIUM HOUSES,4.180 €/m²,2.450.000 €,586 m²,https://www.pisos.com/comprar/casa-teia_centro_urbano-40881188142_100500/,Anuncio actualizado el 20/02/2025,"E, E","E, E",maresme (BCN),586 m²,495 m²,7,5,,,Entre 20 y 30 años,,,SA1393-PH102456/3699,,,Gas natural,,,Sur,1.293 m²,,1,,,,N/A,,,N/A,1,N/A,N/A,,N/A,Propia,,,,,,N/A,,,,,,,,,
Casa en El Poblenou,URBAN LLARS,2.380 €/m²,250.000 €,105 m²,https://www.pisos.com/comprar/casa-can_more_santa_anna-47569498333_100500/,Anuncio actualizado el 18/09/2024,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),105 m²,87 m²,3,2,,,Entre 30 y 50 años,,,SA5026-0225/5781,,,N/A,,,Oeste,,,,,Gres,N/A,N/A,,,,,N/A,,,N/A,,,,,,,N/A,,,,,,,,,
Ático en El Palau,MARES REALTY,2.215 €/m²,159.500 €,72 m²,https://www.pisos.com/comprar/atico-el_palau08304-50902745497_108500/,Anuncio actualizado el 26/01/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),72 m²,64 m²,3,1,,N/A,,,,AG455-MAR-ATC0020,,,Gas natural,,,Sur,,,,N/A,Ceramica,,,,Individual,,,,,No acristalada,,,,,,,,,,,,,,,,,
Casa en Urbanitzacions,FINQUES SANTA ANNA,1.511 €/m²,340.000 €,225 m²,https://www.pisos.com/comprar/casa-argentona_centro_urbano-13414176757_103800/,Anuncio actualizado el 23/07/2024,"G, G","G, G",maresme (BCN),225 m²,,4,3,,,,En buen estado,,INB563-456-8310011,,,Central,,,,,N/A,,,,,,,N/A,,1,,,N/A,N/A,,,,,,,,,,,,,N/A,,,
"Piso en Ronda de Joan Peiró,  s/n",URBENIA,3.506 €/m²,270.000 €,77 m²,https://www.pisos.com/comprar/piso-mataro_cirera-4760275389_109700/,Anuncio actualizado el 18/12/2024,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),77 m²,,3,2,1ª,,,A estrenar,,EP1014-21404418,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A,,,,,,,,,,
Casa pareada en Centro Urbano 51,URBAN LLARS,2.476 €/m²,260.000 €,105 m²,https://www.pisos.com/comprar/casa_pareada-sant_cebria_de_vallalta_centro_urbano-51693661256_100500/,Anuncio actualizado el 13/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),105 m²,91 m²,4,2,,,Entre 20 y 30 años,,,SA5026-0278/5781,,,Gas natural,,,,,,1,,Parquet,N/A,,,,,1,,,N/A,,,,,,,,N/A,,,,,,,Pareada,,
Piso en El Poblenou,PROMOFINCAS,2.345 €/m²,265.000 €,113 m²,https://www.pisos.com/comprar/piso-el_poblenou-32575297388_100500/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),113 m²,100 m²,4,2,1ª,,Más de 50 años,,,SA2132-HLM2312/7502,,,Gas natural,,N/A,Este,,,1,,Gres,,,,,,,,,N/A,,,,,,,,,,,,,,,,,
Apartamento en Avinguda Can Sans,Assessors Dupre I Fernandez,3.823 €/m²,195.000 €,51 m²,https://www.pisos.com/comprar/apartamento-port_balis_platges-45866530702_100500/,Anuncio actualizado el 14/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),51 m²,47 m²,2,1,4ª,,Más de 50 años,,Más de 100 €,SA5063-LLAVA1/11035,,,,,N/A,Sur,,,1,,Gres,,,,,,1,N/A,,N/A,N/A,Comunitaria,,,,,,N/A,,,,,,,,,
Chalet en Santa Susanna,SALE AND RENTAL SPAIN,1.393 €/m²,850.000 €,610 m²,https://www.pisos.com/comprar/chalet-santa_susanna_centro_urbano-42598834443_108500/,Anuncio actualizado el 19/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),610 m²,545 m²,6,6,,,,,,AG245-2328,,,Central,,,Sureste,,,,N/A,Gres,,N/A,,Americana,,,,,No acristalada,N/A,Privada,,,,,,,,,,,,N/A,,,
Chalet en Mas Carbó,homellar,1.857 €/m²,325.000 €,175 m²,https://www.pisos.com/comprar/chalet-palafolls_centro_urbano-51729738675_100500/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),175 m²,,3,2,,,Entre 30 y 50 años,,,SA2051-ME250008/7494,,,N/A,,,Suroeste,690 m²,,,,Gres,,,N/A,,N/A,1,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,
Chalet en Maresme,Montserrat Viladoms,2.361 €/m²,640.000 €,271 m²,https://www.pisos.com/comprar/chalet-pinemar-49179846284_108700/,Anuncio actualizado el 23/11/2024,"B, A","B, A",maresme (BCN),271 m²,271 m²,4,3,,,Entre 10 y 20 años,,,UVC180-30144,,,,,,,767 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Calisay,PREMIUM HOUSES,2.866 €/m²,1.290.000 €,450 m²,https://www.pisos.com/comprar/casa-arenys_de_mar_centro_urbano-38378185324_100500/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),450 m²,425 m²,5,4,,,Más de 50 años,,,SA1393-PH102305/3699,,,Gas natural,,,Este,148 m²,,1,,,N/A,,N/A,,,1,,N/A,,N/A,,,,,,,,,,,,,,,,
