nombre,agencia,precio_m2,precio,superficie,href,actualizacion,consumo,emisiones,zona,Superficie construida,Superficie útil,Superficie solar,Habitaciones,Baños,Antigüedad,Referencia,Terraza,Jardín,Piscina,Planta,Exterior,Conservación,Gastos de comunidad,Tipo suelo,Aire acondicionado,Calefacción,Cocina equipada,Ascensor,Balcón,Orientación,Agua,Chimenea,Comedor,Garaje,Urbanizado,Puerta blindada,Trastero,Carpintería interior,Vidrios dobles,Carpintería exterior,Portero automático,Sistema de seguridad,Gas,Teléfono,Adaptado a personas con movilidad reducida,Soleado,Lavadero,Calle alumbrada,Calle asfaltada,Se aceptan mascotas,Armarios empotrados,Tipo de casa,No se aceptan mascotas,Interior,Amueblado,Luz
Casa unifamiliar en Carrer de Sant Sever,GRUP BALSELLS,3.210 €/m²,305.000 €,95 m²,https://www.pisos.com/comprar/casa_unifamiliar-olesa_de_bonesvalls_centro_urbano-51686184826_528547/,Anuncio actualizado el 12/02/2025,"E, E","E, E",alt_penedes (BCN),95 m²,75 m²,1.119 m²,3,2,Entre 10 y 20 años,4528547-000012,N/A,Privado,,,,En buen estado,,Gres,,Gas natural,N/A,,,,,N/A,N/A,2,,,,,,Aluminio,,,,,,,,,,,,Unifamiliar,,,,
Casa unifamiliar en calle Ronda Monterrei,Alfa pisos i casas Anoia,1.763 €/m²,197.500 €,112 m²,https://www.pisos.com/comprar/casa_unifamiliar-sant_quinti_de_mediona_centro_urbano-41695482907_101000/,Anuncio actualizado el 30/01/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),112 m²,,,3,2,,AF216-2322/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unifamiliar,,,,
Finca rústica en Font-Rubí,Durán Carasso,60 €/m²,1.800.000 €,420 m²,https://www.pisos.com/comprar/finca_rustica-font_rubi_centro_urbano-48379229370_105600/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),420 m²,,30.000 m²,9,5,,BM201-5643,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Casa adosada en Plaça Major, 13",SERVICE JEDA,1.153 €/m²,270.000 €,234 m²,https://www.pisos.com/comprar/casa_adosada-pacs_del_penedes_centro_urbano-35097769740_100500/,Anuncio actualizado el 19/06/2024,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),234 m²,,,4,4,Entre 10 y 20 años,SA2233-A00798-12/7400,N/A,N/A,,,,,,,N/A,Gas natural,,,,Norte,N/A,,,1,N/A,N/A,N/A,,,,,,,N/A,,,,,,,,Adosada,,,,
Chalet en Las Planas de Les Torres,INNOVASIS,858 €/m²,206.000 €,240 m²,https://www.pisos.com/comprar/chalet-torrelles_de_foix_centro_urbano-45898906889_103800/,Anuncio actualizado el 27/01/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),240 m²,240 m²,1.400 m²,6,2,,INB771-10-FC000499,,,,,,En buen estado,,Terrazo,,,N/A,,,A la montaña,,,,,,,N/A,,,,,,,,,,,,,,,,,,,
Casa adosada en calle Entesa,FINQUES VICENÇ,2.348 €/m²,293.500 €,125 m²,https://www.pisos.com/comprar/casa_adosada-castellet_i_la_gornal_centro_urbano-51688744237_100500/,Anuncio actualizado el 08/02/2025,"A, A","A, A",alt_penedes (BCN),125 m²,117 m²,,4,3,Menos de 5 años,SA959-VM100773-09/4545,N/A,N/A,Propia,,,,,Gres,N/A,,,,,,N/A,,N/A,,,,,,,,,,,N/A,,,,,,,,Adosada,,,,
Casa en Centre Vila,MONJE I CABRÉ,525 €/m²,415.000 €,790 m²,https://www.pisos.com/comprar/casa-centre_vila-50064617638_101300/,Anuncio actualizado el 12/12/2024,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),790 m²,768 m²,,,,Más de 50 años,API274-CORT-VILA,,,,,,,,,,,,,,Nord-este,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Avda Can Coral,INNOVASIS,1.440 €/m²,158.470 €,110 m²,https://www.pisos.com/comprar/casa-torrelles_de_foix_centro_urbano-45899637984_103800/,Anuncio actualizado el 04/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),110 m²,,600 m²,4,1,,INB771-15-FC000500,,,,,,En buen estado,,Gres,,Gasoil,N/A,,,A la montaña,,,,1,,,,,,,,,,,,,,,,,N/A,,,,N/A,
Piso en Carrer del Tinent Coronel Sagués,Finques Pardas,3.028 €/m²,215.000 €,71 m²,https://www.pisos.com/comprar/piso-sant_sadurni_anoia_centro_urbano-27516184331_513967/,Anuncio actualizado el 06/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),71 m²,61 m²,,3,1,Entre 10 y 20 años,513967-P-288,N/A,,,3ª,N/A,En buen estado,,Parquet,,Eléctrica,N/A,N/A,,,,,N/A,,,,,,N/A,Aluminio,,,,,,,N/A,,,N/A,,,,,,
Finca rústica en La Bleda,FINQUES MONTMAR,42 €/m²,1.400.000 €,462 m²,https://www.pisos.com/comprar/finca_rustica-sant_marti_sarroca_centro_urbano-39187079658_100500/,Anuncio actualizado el 15/02/2024,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),462 m²,400 m²,32.980 m²,3,1,,SA2365-FR1620/5393,,,Propia,,,,,,,N/A,,,,,N/A,,,,,,,,,,,,,N/A,,,,,,,,,,,,
Casa en Can Trabal,Viven Inmobiliaria,1.838 €/m²,250.000 €,136 m²,https://www.pisos.com/comprar/casa-olerdola_centro_urbano-49186005634_100500/,Anuncio actualizado el 21/01/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),136 m²,114 m²,790 m²,4,2,Entre 20 y 30 años,SA1672-1027/6926,N/A,N/A,,,,,,,,N/A,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
Casa en Mediona,MONJE I CABRÉ,1.237 €/m²,281.000 €,227 m²,https://www.pisos.com/comprar/casa-mediona_centro_urbano-50090275553_101300/,Anuncio actualizado el 12/12/2024,"E, E","E, E",alt_penedes (BCN),227 m²,139 m²,,3,2,Entre 10 y 20 años,API274-UMEDMON188,,,,,,,,,,N/A,,,,4 vientos,,,,,,,N/A,,,,,,,N/A,,,N/A,,,,,,,,,
Casa en Carrer de Borrós,Finques Pardas,714 €/m²,60.000 €,84 m²,https://www.pisos.com/comprar/casa-el_pla_del_penedes_centro_urbano-50048224139_513967/,Anuncio actualizado el 15/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),84 m²,70 m²,70 m²,3,1,Más de 50 años,513967-C-0211,,,,,,A reformar,,,,,N/A,,,Este,,N/A,,,N/A,,,,,,,,,,,,,,N/A,N/A,,,,,,
Casa en Guardiola de Font-Rubí,ALARCON PROPIEDADES,1.415 €/m²,269.000 €,190 m²,https://www.pisos.com/comprar/casa-guardiola_de_font_rubi-51684914952_401700/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),190 m²,90 m²,980 m²,3,2,Entre 30 y 50 años,4017-5436,N/A,,,,,En buen estado,,Terrazo,,,Con salida a terraza,,,Oeste,,N/A,"Amplio, 27 m²",,N/A,N/A,,Madera pino,N/A,Aluminio,,,,,,,"En garaje,planta baja",N/A,N/A,,,,,,,
Piso en Passatge de la Ciutadella,Finques Pardas,2.942 €/m²,235.400 €,80 m²,https://www.pisos.com/comprar/piso-sant_sadurni_anoia_centro_urbano-38339176476_513967/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),80 m²,69 m²,,3,2,,513967-P4-012,,,,3ª,N/A,A estrenar,,Parquet,,N/A,N/A,,N/A,,,,N/A,,,,,N/A,N/A,Aluminio,,,,,,,,,,,,,,,,
Chalet en Valldemar,MERKAPISO - CALAFELL,899 €/m²,349.965 €,389 m²,https://www.pisos.com/comprar/chalet-castellet_i_la_gornal_centro_urbano-47565162138_100500/,Anuncio actualizado el 04/02/2025,"E, E","E, E",alt_penedes (BCN),389 m²,330 m²,887 m²,7,3,Entre 20 y 30 años,SA998-2816-19-02/1639,N/A,N/A,,,,,,Gres,,,,,,,N/A,,N/A,,N/A,N/A,N/A,,,,,,,N/A,,,,,,,,,,,,
Finca rústica en Sant Marçal,PREMIUM HOUSES SITGES,14 €/m²,2.200.000 €,1.314 m²,https://www.pisos.com/comprar/finca_rustica-castellet_i_la_gornal_centro_urbano-46742658977_100500/,Anuncio actualizado el 13/12/2024,"E, D","E, D",alt_penedes (BCN),1.314 m²,900 m²,150.000 m²,10,3,,SA1988-PHS100960/7088,N/A,,,,,,,,,,,,,Suroeste,N/A,N/A,N/A,1,,,,,,,,,,,,,,,,,,,,,,
Apartamento en Poble Nou,Engel & Völkers MMC Barcelona,2.051 €/m²,178.500 €,87 m²,https://www.pisos.com/comprar/apartamento-vilafranca_del_penedes_poble_nou-42590602301_101800/,Anuncio actualizado el 17/01/2025,"E, E","E, E",alt_penedes (BCN),87 m²,,,2,1,Entre 20 y 30 años,IF76306-I-00Y22Y-W-02UR2P,N/A,,,,,,,,,Central,N/A,N/A,,Sureste,,,,1,,,N/A,,,,,,,,,,,,,,,,,,N/A,
Chalet en Les Espolles,INNOVASIS,980 €/m²,196.000 €,200 m²,https://www.pisos.com/comprar/chalet-sant_marti_sarroca_centro_urbano-45901240327_103800/,Anuncio actualizado el 28/10/2024,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),200 m²,200 m²,,5,2,,INB771-7-FC000140,,,,,,En buen estado,,Parquet,,Gasoil,N/A,,,A la montaña,,,,,,,N/A,,,,,,,,,,,,,,,,,,,
Casa en Montjuïc,Engel & Völkers MMC Barcelona,1.286 €/m²,296.000 €,230 m²,https://www.pisos.com/comprar/casa-montjuic-33378994906_101800/,Anuncio actualizado el 21/01/2025,"E, E","E, E",alt_penedes (BCN),230 m²,,1.689 m²,7,3,Entre 30 y 50 años,IF76306-I-00WVNX-W-02RIIW,N/A,Privado,Propia,,,,,,,Central,N/A,,,Sureste,,,,1,,,,,,,,,,,,,N/A,,,,,,,,,
Chalet en Alto Penedés,Silvia GIMÉNEZ ESPADA,1.414 €/m²,315.500 €,223 m²,https://www.pisos.com/comprar/chalet-castellet_i_la_gornal_centro_urbano-50838489881_108700/,Anuncio actualizado el 16/01/2025,"E, F","E, F",alt_penedes (BCN),223 m²,223 m²,844 m²,4,3,Entre 10 y 20 años,UVC597-30521,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Cataluna,NOVAVILA,3.057 €/m²,348.500 €,114 m²,https://www.pisos.com/comprar/casa-olerdola_centro_urbano-51724668710_100500/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),114 m²,,,3,2,Entre 20 y 30 años,SA1960-Nova0079999/6490,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en calle de Tarragona,MONJE I CABRÉ,1.851 €/m²,250.000 €,135 m²,https://www.pisos.com/comprar/casa-castellet_i_la_gornal_centro_urbano-50055261673_101300/,Anuncio actualizado el 12/12/2024,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),135 m²,130 m²,,,,Entre 20 y 30 años,API274-ANTONIO FERNANDEZ,,,,,,,,,,,,,,Nord-este,,,,,,,,,,,,,,,,,,,,,,,,,,
Dúplex en La Girada,Engel & Völkers MMC Barcelona,3.248 €/m²,409.260 €,126 m²,https://www.pisos.com/comprar/duplex-la_girada-50840494103_101800/,Anuncio actualizado el 30/01/2025,"A, A","A, A",alt_penedes (BCN),126 m²,,,3,2,Menos de 5 años,IF76306-I-00YZTT-W-02YBXH,N/A,Privado,Propia,5ª,,,,,,Central,N/A,N/A,,,,,,1,,,,,,,,,,,,,N/A,,,,,,,,,
Piso en Passatge de la Ciutadella,Finques Pardas,2.872 €/m²,229.800 €,80 m²,https://www.pisos.com/comprar/piso-sant_sadurni_anoia_centro_urbano-38426277658_513967/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),80 m²,68 m²,,3,2,,513967-P4-007,,,,1ª,N/A,A estrenar,,Parquet,,N/A,N/A,N/A,,,,,N/A,,,,,N/A,N/A,Aluminio,N/A,N/A,,,,,,,,,,,,,,
Casa en Bellver,Engel & Völkers MMC Barcelona,699 €/m²,530.000 €,758 m²,https://www.pisos.com/comprar/casa-bellver-30057311978_101800/,Anuncio actualizado el 21/05/2024,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),758 m²,,1.824 m²,9,6,Entre 30 y 50 años,IF76306-I-00WHKG-W-02QU0E,N/A,Privado,,,,,,,,Central,N/A,,,,,,,1,,,N/A,,,,,,,,,,,,,,,,,,,
Casa en Costa-Cunit,FINQUES PASCUAL,1.342 €/m²,349.000 €,260 m²,https://www.pisos.com/comprar/casa-castellet_i_la_gornal_centro_urbano-48361629810_100500/,Anuncio actualizado el 02/12/2024,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),260 m²,141 m²,1.600 m²,4,3,Entre 20 y 30 años,SA5618-05-7318/1086,,N/A,Propia,,,,,,,,,,,,,,,1,N/A,,,,,,,,,,,,,,,,,,,,,
Casa en Gelida,MAREUS,937 €/m²,330.000 €,352 m²,https://www.pisos.com/comprar/casa-gelida_centro_urbano-49181410392_101800/,Anuncio actualizado el 03/02/2025,"E, E","E, E",alt_penedes (BCN),352 m²,352 m²,753 m²,4,3,Entre 20 y 30 años,IF76281-1537,N/A,Privado,Propia,,,,,,,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet en Valldemar,FINQUES VICENÇ,899 €/m²,349.965 €,389 m²,https://www.pisos.com/comprar/chalet-castellet_i_la_gornal_centro_urbano-45895686372_100500/,Anuncio actualizado el 15/02/2025,"E, E","E, E",alt_penedes (BCN),389 m²,330 m²,887 m²,7,3,Entre 20 y 30 años,SA959-2816-19/4545,N/A,N/A,,,,,,Gres,,,,,,,N/A,,N/A,,N/A,N/A,N/A,,,,,,,N/A,,,,,,,,,,,,
Piso en La Girada,HABITAT NOU,3.171 €/m²,279.107 €,88 m²,https://www.pisos.com/comprar/piso-la_girada-50861620863_106700/,Anuncio actualizado el 31/01/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),88 m²,78 m²,,2,2,,IFC75985-VRR FASE 4 2-B,,,,,,,,,N/A,N/A,,N/A,,,,,,,,N/A,,,N/A,,,,,,,,,,,,,,,,,
Casa en Avinyonet,PREMIUM HOUSES SITGES,3.333 €/m²,2.500.000 €,750 m²,https://www.pisos.com/comprar/casa-avinyonet_del_penedes_centro_urbano-50034320738_100500/,Anuncio actualizado el 16/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),750 m²,600 m²,2.500 m²,10,10,Menos de 5 años,SA1988-PHS101025/7088,N/A,N/A,Propia,,,,,Parquet,,N/A,,,,Este,N/A,,N/A,,,N/A,,,,,,,,N/A,,,,,,,,,,,N/A,
Piso en La Girada,HABITAT NOU,3.823 €/m²,202.641 €,53 m²,https://www.pisos.com/comprar/piso-la_girada-50839195304_106700/,Anuncio actualizado el 31/01/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),53 m²,47 m²,,2,1,,IFC75985-VRR FASE 4 3-A,,,,,,,,,,N/A,,N/A,,,,,,,,N/A,,,N/A,,,,,,,,,,,,,,,,,
Apartamento en Carrer del Doctor Zamenhof,Engel & Völkers MMC Barcelona,1.405 €/m²,163.000 €,116 m²,https://www.pisos.com/comprar/apartamento-barceloneta-44204492737_101800/,Anuncio actualizado el 28/06/2024,"E, E","E, E",alt_penedes (BCN),116 m²,,,3,2,Más de 50 años,IF76306-I-00Y96B-W-02VO07,,,,3ª,,,,,,Central,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,
Casa en Les Espolles,INNOVASIS,885 €/m²,186.000 €,210 m²,https://www.pisos.com/comprar/casa-torrelles_de_foix_centro_urbano-45897843940_103800/,Anuncio actualizado el 30/01/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),210 m²,210 m²,1.000 m²,4,2,,INB771-4-FC000121,,N/A,,,,,,Terrazo,,,N/A,,,A la montaña,,,,1,,,N/A,,,,,,,,,,,,,,,,,,,
Casa en Sant Julià,Engel & Völkers MMC Barcelona,903 €/m²,140.000 €,155 m²,https://www.pisos.com/comprar/casa-sant_julia-41674878085_101800/,Anuncio actualizado el 21/05/2024,"F, F","F, F",alt_penedes (BCN),155 m²,,41 m²,3,1,Más de 50 años,IF76306-I-00XXYZ-W-02QNAS,N/A,,,,,,,,,,,,,Noroeste,,,,1,,,,,,,,,,,,,N/A,,,,,,,,,
Piso en Espirall,BRUÑO & VENTURA,1.393 €/m²,170.000 €,122 m²,https://www.pisos.com/comprar/piso-centre_vila-43335575945_100500/,Anuncio actualizado el 16/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),122 m²,100 m²,,3,2,Entre 20 y 30 años,SA564-S60446284/1687,N/A,,,Bajo,,,,Parquet,,Gas natural,,,,Sur,,,,,,,,,,,,,,,,,,,,,1,,,,,
Casa adosada en calle Entesa,Grupo TorreSol Inmobiliaria,2.348 €/m²,293.500 €,125 m²,https://www.pisos.com/comprar/casa_adosada-castellet_i_la_gornal_centro_urbano-50841378718_100500/,Anuncio actualizado el 13/02/2025,"A, A","A, A",alt_penedes (BCN),125 m²,117 m²,,4,3,Menos de 5 años,SA4441-VM100773-09/4861,N/A,N/A,Propia,,,,,Gres,N/A,,,,,,N/A,,N/A,,,,,,,,,,,N/A,,,,,,,,Adosada,,,,
Casa adosada en calle Entesa,FINQUES GIRÓ,2.348 €/m²,293.500 €,125 m²,https://www.pisos.com/comprar/casa_adosada-castellet_i_la_gornal_centro_urbano-50920088943_100500/,Anuncio actualizado el 20/01/2025,"A, A","A, A",alt_penedes (BCN),125 m²,117 m²,,4,3,Menos de 5 años,SA1197-VM100773-09/5887,N/A,N/A,Propia,,,,,Gres,N/A,,,,,,N/A,,N/A,,,,,,,,,,,N/A,,,,,,,,Adosada,,,,
Piso en La Girada,HABITAT NOU,3.035 €/m²,254.970 €,84 m²,https://www.pisos.com/comprar/piso-la_girada-50864566682_106700/,Anuncio actualizado el 31/01/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),84 m²,73 m²,,2,2,,IFC75985-VRR FASE 4 1-D,,,,,,,,,N/A,N/A,,N/A,,,,,,,,N/A,,,N/A,,,,,,,,,,,,,,,,,
Casa en Sant Elies,Viven Inmobiliaria,612 €/m²,165.500 €,270 m²,https://www.pisos.com/comprar/casa-mediona_centro_urbano-50922397564_100500/,Anuncio actualizado el 29/01/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),270 m²,110 m²,1.857 m²,4,2,Entre 30 y 50 años,SA1672-1051/6926,N/A,N/A,,,,,,Gres,,,,,,,,N/A,,1,N/A,,,,,,,,,,,,,,,,,,,,,
Chalet en Valldelmar,The Vila Home,1.462 €/m²,395.000 €,270 m²,https://www.pisos.com/comprar/chalet-castellet_i_la_gornal_centro_urbano-49259708945_100500/,Anuncio actualizado el 11/02/2025,"D, E","D, E",alt_penedes (BCN),270 m²,,862 m²,4,3,Entre 10 y 20 años,SA5464-TVH0082/10720,N/A,N/A,Propia,,,,,Gres,,,,,,Norte,,,,,N/A,,N/A,,,,,,,,,,,,,,,,,,,
Piso en La Girada,HABITAT NOU,3.441 €/m²,302.881 €,88 m²,https://www.pisos.com/comprar/piso-la_girada-50861851858_106700/,Anuncio actualizado el 31/01/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),88 m²,78 m²,,2,2,,IFC75985-VRR FASE 4 4-B,,,,,,,,,N/A,N/A,,N/A,,,,,,,,N/A,,,N/A,,,,,,,,,,,,,,,,,
Piso en La Girada,HABITAT NOU,3.169 €/m²,266.274 €,84 m²,https://www.pisos.com/comprar/piso-la_girada-50864011420_106700/,Anuncio actualizado el 31/01/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),84 m²,73 m²,,2,2,,IFC75985-VRR FASE 4 2-D,,,,,,,,,N/A,N/A,,N/A,,,,,,,,N/A,,,N/A,,,,,,,,,,,,,,,,,
Casa adosada en Santa Margarida i Els Monjos,Vilanova Daurada Sl,329 €/m²,59.000 €,179 m²,https://www.pisos.com/comprar/casa_adosada-santa_margarida_i_els_monjos_centro_urbano-46723474603_100200/,Anuncio actualizado el 15/01/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),179 m²,,,2,1,Más de 50 años,TC909-591610,,,,,,En buen estado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adosada,,,,
Dúplex en La Vinera,FINQUES RIUS,2.368 €/m²,360.000 €,152 m²,https://www.pisos.com/comprar/duplex-moja-50887213922_100500/,Anuncio actualizado el 03/02/2025,"E, E","E, E",alt_penedes (BCN),152 m²,125 m²,,4,3,Entre 20 y 30 años,SA1268-03-5272/1098,N/A,N/A,Comunitaria,2ª,,,Más de 100 €,Gres,N/A,N/A,,N/A,N/A,Este,N/A,,N/A,1,,,N/A,,,,,,,,,,,,,,1,,,,,
Chalet en Carrer dels Castaños,Jagala Costa,1.275 €/m²,315.000 €,247 m²,https://www.pisos.com/comprar/chalet-castellet_i_la_gornal_centro_urbano-50910380784_528512/,Anuncio actualizado el 05/02/2025,"G, G","G, G",alt_penedes (BCN),247 m²,139 m²,957 m²,4,3,Entre 20 y 30 años,4528512-CG1111,N/A,Privado,Propia,,,En buen estado,,,Frío y calor,Gas natural,,,,Sur,,N/A,,Más de 2,,N/A,,,,,,,,,,,,,,,,,,,,
Chalet en Carrer Major,Finques Pardas,1.371 €/m²,399.000 €,291 m²,https://www.pisos.com/comprar/chalet-subirats_centro_urbano-25008448279_513967/,Anuncio actualizado el 13/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),291 m²,281 m²,1.678 m²,5,2,Entre 30 y 50 años,513967-U-112,N/A,Privado,Propia,,,En buen estado,,Parquet,Frío y calor,Gasoil,,,,Sureste,,N/A,N/A,2,N/A,,,,N/A,Aluminio,,,,,N/A,,,N/A,N/A,N/A,Más de 2,,,,,
Casa en Cataluna,NOVAVILA,2.573 €/m²,350.000 €,136 m²,https://www.pisos.com/comprar/casa-olerdola_centro_urbano-51754074099_100500/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),136 m²,114 m²,,3,2,Entre 20 y 30 años,SA1960-Nova0079699/6490,,N/A,,,,,,,N/A,,,,,,N/A,,,,N/A,,,,,,,,,,,,,,,,,,,,,
Finca rústica en Área de Vilafranca del Penedès,FINQUES MONTMAR,3 €/m²,125.000 €,33.713 m²,https://www.pisos.com/comprar/finca_rustica-centre_vila-50900560503_100500/,Anuncio actualizado el 23/01/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),33.713 m²,33.712 m²,,,,,SA2365-FR1671/5393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en La Girada,HABITAT NOU,3.023 €/m²,253.936 €,84 m²,https://www.pisos.com/comprar/piso-la_girada-50870306572_106700/,Anuncio actualizado el 31/01/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),84 m²,74 m²,,2,2,,IFC75985-VRR FASE 4 1-C,,,,,,,,,N/A,N/A,,N/A,,,,,,,,N/A,,,N/A,,,,,,,,,,,,,,,,,
Apartamento en La Girada,Engel & Völkers MMC Barcelona,3.491 €/m²,398.000 €,114 m²,https://www.pisos.com/comprar/apartamento-la_girada-45910358257_101800/,Anuncio actualizado el 16/07/2024,"E, E","E, E",alt_penedes (BCN),114 m²,,,3,2,Menos de 5 años,IF76306-I-00YG3M-W-02WCLW,N/A,Privado,Propia,,,,,,,Central,N/A,N/A,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Finca rústica en Carrer de la Diputació,FINQUES GIRAMON,1.278 €/m²,895.000 €,672 m²,https://www.pisos.com/comprar/finca_rustica-sant_sadurni_anoia_centro_urbano-44202093118_994552/,Anuncio actualizado el 21/11/2024,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),672 m²,650 m²,700 m²,12,3,,4994552-03sant sadurní d´anoia,,,,,,En buen estado,,Hidraulico,,,N/A,,,Sur,,,N/A,,N/A,,,,,Madera,,,,,,,,N/A,N/A,,,,,,,
Casa en Cataluna,NOVAVILA,3.026 €/m²,345.000 €,114 m²,https://www.pisos.com/comprar/casa-olerdola_centro_urbano-51681663148_100500/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),114 m²,,,3,2,Entre 20 y 30 años,SA1960-Nova0079899/6490,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Olèrdola,Finques Pujol.,2.968 €/m²,380.000 €,128 m²,https://www.pisos.com/comprar/piso-olerdola_centro_urbano-50918472838_522798/,Anuncio actualizado el 25/01/2025,"D, E","D, E",alt_penedes (BCN),128 m²,116 m²,,4,2,Entre 20 y 30 años,4522798-PR-1525,N/A,,,4ª,N/A,En buen estado,,Parquet,Frío y calor,,Independiente,N/A,N/A,Al mar,,,Gran comedor salón con vistas al mar,,,,,Madera,N/A,PVC,N/A,,,,N/A,N/A,,,,,Más de 2,,,,,
Piso en Centro,INNOVASIS,2.016 €/m²,121.000 €,60 m²,https://www.pisos.com/comprar/piso-sant_marti_sarroca_centro_urbano-47518542530_103800/,Anuncio actualizado el 03/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),60 m²,,,2,1,,INB771-80-FC000488,,,,Bajo,,En buen estado,,Gres,,,N/A,N/A,N/A,Sur,,,,1,,,,,,,,,,,,,,,,,1,,,,,
Piso en La Girada,HABITAT NOU,3.907 €/m²,207.111 €,53 m²,https://www.pisos.com/comprar/piso-la_girada-50866512012_106700/,Anuncio actualizado el 31/01/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),53 m²,47 m²,,2,1,,IFC75985-VRR FASE 4 4-A,,,,,,,,,N/A,N/A,,N/A,,,,,,,,N/A,,,N/A,,,,,,,,,,,,,,,,,
Chalet en Carrer de l'Eucaliptus,TRÉBOL INMOBILIARIA ZARAGOZA,1.069 €/m²,170.000 €,159 m²,https://www.pisos.com/comprar/chalet-torrelles_de_foix_centro_urbano-51753463080_100500/,Anuncio actualizado el 14/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),159 m²,,915 m²,4,3,,SA4745-500T-FT,N/A,Privado,Propia,,,En buen estado,,Terrazo,,Gasoil,Cocina amueblada,,,,,,,1,,,N/A,,N/A,,,,,,,,,,,,1,,,,,
Piso en La Girada,HABITAT NOU,3.036 €/m²,267.220 €,88 m²,https://www.pisos.com/comprar/piso-la_girada-50849302659_106700/,Anuncio actualizado el 31/01/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),88 m²,78 m²,,2,2,,IFC75985-VRR FASE 4 1-B,,,,,,,,,N/A,N/A,,N/A,,,,,,,,N/A,,,N/A,,,,,,,,,,,,,,,,,
Piso en La Girada,HABITAT NOU,3.147 €/m²,264.412 €,84 m²,https://www.pisos.com/comprar/piso-la_girada-50869486665_106700/,Anuncio actualizado el 31/01/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),84 m²,74 m²,,2,2,,IFC75985-VRR FASE 4 2-C,,,,,,,,,N/A,N/A,,N/A,,,,,,,,N/A,,,N/A,,,,,,,,,,,,,,,,,
